"HID","trainpred1","trainpred2","trainpred3","trainpred4","trainpred5","trainpred6","trainpred7","trainpred8","trainpred9","trainpred10","trainpreds_mean"
61848,9.54271849388304e-07,4.7836876479173e-09,0.696501087242819,8.7264818194077e-12,0.0162393727132975,0.00228398336966554,0.00246589131080941,NA,0.00444082957091158,0.0100762389341294,0.0813342624673217
61849,8.49793736065199e-07,5.92435339717908e-09,0.97583184943435,4.58269028994833e-11,0.136846749103074,0.0217633683873533,0.0195984126678472,NA,0.0450831116690081,0.0581294912127105,0.139694870915362
61850,4.5822200306085e-07,1.4672340809716e-08,0.994615656678596,1.65913216222874e-10,0.398914790524015,0.120135657791603,0.0459122894222813,NA,0.173681075275449,0.173005570784086,0.21180727928181
61851,6.70468249083227e-07,7.7432364483767e-08,0.985055171023065,2.33636968234059e-10,0.320312842541232,0.112697675829493,0.0170117354533622,NA,0.114897310467284,0.128447045385206,0.186491392092655
61852,1.89906478623147e-06,1.51371102095102e-07,0.996479624159965,7.00243143391124e-10,0.703126511974727,0.276408653672502,0.021193831202658,NA,0.513910989770405,0.316826061826599,0.314216413749221
61853,1.75770933053424e-05,5.96707662834801e-07,0.999433070116902,3.02733604213412e-09,0.967497071101462,0.612073529781345,0.0304418787576066,NA,0.975341995028427,0.844003329881421,0.492089894610608
61854,0.000166496883977119,1.46170676855279e-06,0.999769465766269,8.01810825545377e-09,0.988726698039343,0.766981438314615,0.0519928188022361,NA,0.999188639813783,0.943953810893886,0.52786453758211
61855,0.00124877642058733,6.96928373240621e-06,0.993684423374022,7.59608858539083e-08,0.941493531357747,0.722887124842558,0.0697590880124668,NA,0.998603389182878,0.82379984557567,0.505720358223394
61856,0.00828009667946533,0.00071706228102921,0.0272603939717811,1.41648263175564e-06,0.576203795870107,0.328703716083554,0.377098411889259,NA,0.919215053858194,0.139596948023615,0.264119655015515
61857,0.05918630964899,0.101248460484379,3.19480157437402e-05,1.57106156163085e-06,0.573754016314753,0.105027958414415,0.287813600140062,NA,0.240107234612493,0.128767726272728,0.166215424996125
61858,0.0479175995851807,0.839920613732428,1.05144915556786e-05,1.2331193442989e-06,0.306494982354656,0.093759920485624,0.105838747632571,NA,0.00625621263301655,0.0179837890217411,0.157575957006235
61859,0.00537211096983127,0.895880951640888,3.06757693091348e-06,5.17433509657278e-07,0.0071125729517454,0.0157235115760338,0.00475005739783912,NA,3.26010666943437e-05,7.59237423843493e-05,0.103216812706206
61860,0.0107597872392236,0.287436847624915,4.09861853712991e-07,1.1175148289711e-06,0.0012244670945244,0.00241277561033433,0.00122199907412524,NA,4.87391546362636e-07,1.42885409964292e-05,0.033674686661372
61861,0.00614729979259494,7.9841663916291e-05,2.62351015968745e-07,1.13173575046892e-08,1.15406446108231e-06,1.05776888316889e-06,1.56565658080246e-06,NA,2.49410700690849e-10,1.29931081181932e-08,0.000692356206369842
61917,NA,2.98700675883334e-06,0.0026524187460872,1.3352669877182e-08,0.26081954384236,0.0084370938413643,0.0751771437919409,1.71151901752998e-05,0.016893330636123,0.0412235169148765,0.0450247959247062
61918,NA,7.10273162483563e-06,0.017917474345224,2.68559199425252e-08,0.62578350588476,0.0355932856120826,0.419364293371024,4.36637571628222e-05,0.0431649754892866,0.137212857832369,0.14212079843105
61919,NA,1.49851124258921e-05,0.0109951213629061,3.25780667092365e-08,0.608179647698448,0.0407206067018037,0.627056856939664,7.90252651645184e-05,0.101813302145995,0.172965107567259,0.173536076152415
61920,NA,1.90733208676295e-05,0.013645500685427,4.74321535619164e-08,0.517492110531844,0.0489005374488439,0.804106403211994,4.73301291658328e-05,0.168582967460618,0.281100566206695,0.203766059603068
61921,NA,1.76183385743382e-05,0.0245718336408073,3.72594511417227e-08,0.474303313268457,0.0569300818738951,0.840983185165267,2.26616311496828e-05,0.294284829436415,0.35601264679859,0.22745846749029
61922,NA,7.97384745464692e-06,0.0622042823495779,1.83773337853935e-08,0.449290543857737,0.0719595379379625,0.792074456167433,3.68616756870855e-06,0.275531578928084,0.332275000900033,0.220371897614798
61923,NA,3.04118603083686e-06,0.408055102324438,1.21099378724692e-08,0.70260637263906,0.11977089338938,0.896459919617157,2.41516390258489e-07,0.492283322286416,0.483079345307689,0.344695361152944
61924,NA,6.78124597788565e-07,0.539000799754885,3.45579285744614e-09,0.551688320663953,0.087021950063022,0.747149989244376,6.96383246110415e-08,0.497728839334273,0.286858415534111,0.301049896201482
61925,NA,1.28364894321667e-07,0.523177230972734,7.22618292513746e-10,0.207806617396004,0.0499791420409861,0.241491566420119,1.75609568286235e-08,0.273035001317704,0.127594283170206,0.158120443107358
61926,NA,3.07220244669837e-08,0.433980421282787,1.23485662324228e-10,0.0550399685730978,0.0176200868265767,0.0335862389413612,3.71268642855348e-09,0.0774844371176411,0.0465863635406817,0.0738108389822602
61927,NA,1.00422582266827e-08,0.572089127725512,2.53987310166021e-11,0.0426521728172018,0.014204131570598,0.00930523671532722,1.34987831495108e-10,0.033599052077077,0.0258377711985839,0.0775208335896606
61928,NA,1.96610039613841e-09,0.682019475051281,7.04643395089669e-12,0.026301006582123,0.00298304912358776,0.00313559021640091,2.86737867389095e-12,0.0120209192603404,0.0151723554629068,0.082403599741406
61929,1.03601200495039e-06,1.77165458789325e-09,0.774672774033728,6.94640371299137e-12,0.0223346493914127,0.00209301402490583,0.00281806157010829,NA,0.00689119888505416,0.0122658289919293,0.0912307294097493
61930,8.85360525544319e-07,6.13170051856932e-09,0.966215772783579,3.52597978879125e-11,0.110577404730772,0.0156364385407508,0.013975411219949,NA,0.0382658708066901,0.0489518717473058,0.132624851261837
61931,4.68940437547365e-07,8.82348459663121e-09,0.997276186424825,1.54608447058333e-10,0.470427595149729,0.126368564787244,0.0712515245757907,NA,0.247611662416029,0.218135954019604,0.236785773921306
61932,4.94621132762249e-07,1.54640212620992e-08,0.998377397764488,3.74461250487936e-10,0.599940384051518,0.26703685722223,0.0806814680412811,NA,0.385753605430185,0.26018345490197,0.287997075319032
61933,1.1601905184722e-06,5.17385830063306e-08,0.998645001088716,6.31238274566681e-10,0.714811903142944,0.355344987683427,0.074505410520518,NA,0.632978553338666,0.36388980643503,0.348908541641071
61934,5.87868174753625e-06,2.58476935564465e-07,0.999354165156759,1.46288105558683e-09,0.9110753920864,0.536442233177365,0.0448589953010975,NA,0.925141454305123,0.671898807691488,0.454308576259977
61935,5.53589951318277e-05,7.35958105610501e-07,0.999851101208035,3.83099616467815e-09,0.986089090482284,0.735737024702811,0.0547395679716506,NA,0.998119880083064,0.936721876620395,0.523479404428053
61936,0.00153458108143201,5.96712581184451e-06,0.997964506668095,2.06171710193497e-08,0.980067959730027,0.56230321642255,0.0351802391201891,NA,0.99960010516976,0.815762914339884,0.488046612252769
61937,0.00208191911844301,0.000129914046520276,0.373926984987602,2.45875511813631e-07,0.634023494861448,0.293673744316133,0.106297919435056,NA,0.975641339551767,0.204111983504175,0.287765282855184
61938,0.0306345152671123,0.0152389923317799,0.000192733875954112,2.39459462537844e-07,0.4168536323217,0.060924495844771,0.0407700295095989,NA,0.257372142980676,0.0322179606907118,0.0949116380313074
61939,0.0374940126114588,0.734462071963313,1.23108603052472e-05,5.84322142594981e-07,0.211770565202647,0.0338682724794682,0.0462598752552321,NA,0.00595760511378248,0.0144105836276578,0.12047065349289
61940,0.00126951458761325,0.891147245565127,1.58853812016378e-05,1.58006296378333e-07,0.00426546301433623,0.0178298961042512,0.00408130638702287,NA,0.000100115622438997,0.000104763805897438,0.102090483163798
61941,0.00136912074587924,0.604001724002139,5.1601504003308e-07,6.04355812036815e-07,0.000643906302461138,0.010374357089774,0.000942726878118829,NA,2.09839697685067e-06,2.86986903066839e-06,0.0685931026283591
61942,0.0108910903377689,0.00429904423545034,9.33981158677869e-07,2.2850012769633e-07,4.54069704794829e-05,0.000151669970445072,0.000182369014706442,NA,3.455724868334e-09,2.37522573174351e-06,0.00173034685462147
61947,4.36424894804094e-05,0.00993846739095296,9.76478750305728e-11,2.54730909393973e-12,0.000274307757958453,3.92318702779086e-07,1.26880819788845e-10,NA,0.00018452046758076,1.42105734744228e-08,0.0011601494291472
61998,NA,1.82549417523055e-06,0.00186867377921183,9.60743720416545e-09,0.161837914643043,0.00456942561239075,0.0448517200969805,9.9809293720714e-06,0.0134107061076268,0.0249088819840512,0.0279399042504765
61999,NA,4.07620733909627e-06,0.0151240480167281,1.73619960674155e-08,0.489422033779839,0.0247618992896941,0.234245849053619,2.04585073255412e-05,0.0316141401068419,0.0957913450072305,0.0989982074811793
62000,NA,6.34217505472094e-06,0.0205482290629538,2.1369482318049e-08,0.57088421082698,0.0387832810102173,0.443622607554255,2.32972070981228e-05,0.0737568507600697,0.136704630000804,0.142703274440768
62001,NA,3.8031361926825e-06,0.0231554165652418,1.07330211346752e-08,0.365028793050249,0.0381800401300176,0.401190933691537,6.72697639014367e-06,0.124438687752992,0.118081377954451,0.11889842111001
62002,NA,7.3968228445541e-06,0.0179932765024755,2.01743939613895e-08,0.237799843202776,0.0284500275596219,0.636682813618547,8.9225238815417e-06,0.157260681718372,0.219183288414189,0.144154030059678
62003,NA,8.83085908826149e-06,0.0490579565446021,2.00535000813199e-08,0.424194630030241,0.0577214922436783,0.790169411026124,4.65158428950908e-06,0.261738289776898,0.325363970041127,0.212028805795505
62004,NA,3.3696553293306e-06,0.343439111417523,1.28282147441579e-08,0.671209035794313,0.115699692831587,0.884905178925215,3.23391818278102e-07,0.446998896239651,0.4637939445097,0.325116618399261
62005,NA,1.19511401353496e-06,0.660673006366297,5.78436746196555e-09,0.772011205728761,0.157082722782882,0.887724630677792,7.30350400227963e-08,0.637931064932574,0.468200033949217,0.398180437596772
62006,NA,1.11056291826548e-07,0.894628470774481,1.51028545543967e-09,0.617500549205911,0.168137606341761,0.655226341498675,6.96221293317875e-09,0.628827080106426,0.335598118772868,0.366657587358768
