"HID","PA","valpred"
48763,0,0.0333708279459464
48844,0,0.014858095707401
48925,0,0.0122487251480552
49005,0,0.0123849851819474
49006,0,0.0167244109229362
49087,0,0.0143873996988535
49168,0,0.0156554532092861
49249,0,0.0182869031136741
49330,0,0.0159125308143392
49492,0,0.0185629354493925
59090,0,0.0205150992988436
59091,0,0.0203690517686602
59092,0,0.0176570410232818
59093,0,0.0285345963571415
59171,0,0.0229210995670614
59172,0,0.0205641619362206
59173,0,0.0294737659134727
59251,0,0.0414418322557534
59252,0,0.0290011011873787
59253,0,0.0240837887335702
59254,0,0.015876722509241
59262,0,0.665442679940948
59332,0,0.0435845053703909
59333,0,0.0387956790297525
59334,0,0.0279464842464914
59335,0,0.0274610321111947
59336,0,0.0415805114487249
59344,0,0.550024936111227
59413,0,0.0426551317825564
59414,0,0.0342240180047867
59415,0,0.0310747601592044
59416,0,0.0383240389630671
59424,0,0.591261048734613
59425,0,0.411998246139896
59494,0,0.053324627290597
59495,0,0.0431810563761581
59496,0,0.0335604904326033
59497,0,0.0388203793925032
59506,0,0.432753397727274
59507,0,0.203890791939843
59576,0,0.0518685325880144
59577,0,0.0407755975209486
59578,0,0.0380508479387019
59579,0,0.0527873330655212
59587,0,0.386790639404028
59588,0,0.296050616703218
59589,0,0.179616247110329
59656,0,0.0546936397245308
59657,0,0.0470986660407594
59658,0,0.0398987514227098
59659,0,0.0404711524221073
59668,0,0.311529343006701
59669,0,0.137459029806678
59670,0,0.11676576124703
59736,0,0.0693112676464596
59737,0,0.0616687190344007
59738,0,0.0533393150582179
59739,0,0.038485620960218
59740,0,0.0418213429774806
59741,0,0.0562055997680703
59749,0,0.390591750690944
59750,0,0.165977824989404
59751,0,0.0926348406151522
59752,0,0.0938193553722439
59816,0,0.0511759970021488
59817,0,0.0802024952093532
59818,0,0.0775850623132848
59819,0,0.0615789514207614
59820,0,0.0452497768706866
59821,0,0.0382151978199829
59822,0,0.0423385275711713
59830,0,0.486141676621177
59831,0,0.247830436619705
59832,0,0.101029487841668
59833,0,0.0716051480908976
59834,0,0.0924474046234197
59895,0,0.0374689256091247
59896,0,0.0616354512255605
59897,0,0.0716044476919076
59898,0,0.0770357763157934
59899,0,0.0693223816015757
59900,0,0.0539239326979385
59901,0,0.0382264923672749
59902,0,0.0371884680263567
59903,0,0.0491102318230259
59910,0,0.620640048563645
59911,0,0.318965973903314
59912,0,0.105410369413041
59913,0,0.0717666659088796
59914,0,0.0855274516434465
59915,0,0.0986320443125784
59976,0,0.0298661598968999
59977,0,0.0646054080514358
59978,0,0.0847014248790811
59979,0,0.0887246448421635
59980,0,0.0829313720076664
59981,0,0.0733958787790383
59982,0,0.0442979746594862
59983,0,0.0438092465180964
59984,0,0.0406352939110715
59985,0,0.0617338771627823
59991,0,0.590352959001985
59992,0,0.337899402663428
59993,0,0.158016952701373
59994,0,0.0642371710378004
59995,0,0.0689846227136951
59996,0,0.0570202241165067
59997,0,0.125661399088236
60057,0,0.0347182161330226
60058,0,0.0524103919915279
60059,0,0.0942457800141657
60060,0,0.121057426961573
60061,0,0.105220653620628
60062,0,0.0805188581063237
60063,0,0.0526450555849474
60064,0,0.0387061411485329
60065,0,0.0455101034065481
60066,0,0.0534307619316628
60067,0,0.0865697515579733
60073,0,0.351576648089662
60074,0,0.177812137498438
60075,0,0.0543119107976381
60076,0,0.0466928934803533
60077,0,0.073013106131151
60078,0,0.10264634702089
60137,0,0.0486082754129467
60138,0,0.0592531188065609
60139,0,0.0767429708300829
60140,0,0.111972546187131
60141,0,0.10832951308413
60142,0,0.0858924151925776
60143,0,0.06210210894638
60144,0,0.0428913712447688
60145,0,0.0358555241184531
60146,0,0.0536379533835669
60147,0,0.0738182420904984
60148,0,0.12881046883314
60153,0,0.433715546369547
60154,0,0.190819383356901
60155,0,0.0591577437567953
60156,0,0.0446263812414801
60157,0,0.0556077711926025
60158,0,0.0731827633337295
60159,0,0.133507275913594
60218,0,0.0469469526523329
60219,0,0.0642827282300552
60220,0,0.0849579942622914
60221,0,0.0982994184698541
60222,0,0.125264310381738
60223,0,0.0945614792150777
60224,0,0.0801747922300712
60225,0,0.059975796142815
60226,0,0.0421274543752933
60227,0,0.0429436872693559
60228,0,0.0522404765078256
60229,0,0.102235043788774
60230,0,0.178449302913909
60235,0,0.281033491792214
60236,0,0.0919449747822974
60237,0,0.0440078433629515
60238,0,0.0498346022009155
60239,0,0.0475309875635101
60240,0,0.0990448435857353
60299,0,0.0497872738792165
60300,0,0.0603639661481907
60301,0,0.0740528782799014
60302,0,0.113631351474107
60303,0,0.129513826663005
60304,0,0.113338433791587
60305,0,0.0941749916801682
60306,0,0.0751445262713084
60307,0,0.0575349162594738
60308,0,0.0468900351814694
60309,0,0.055024980973947
60310,0,0.0697477053183905
60311,0,0.108907839281178
60312,0,0.226996608434149
60316,0,0.359260391245001
60317,0,0.148098120246296
60318,0,0.0416299523405172
60319,0,0.0352552202286202
60320,0,0.0467921625564956
60321,0,0.0636320789623287
60322,0,0.0868783356096445
60379,0,0.0571021734148442
60380,0,0.0613997378850972
60381,0,0.0704135324530089
60382,0,0.10830478732405
60383,0,0.117250960921554
60384,0,0.114978261140128
60385,0,0.0985687287111629
60386,0,0.084420026726107
60387,0,0.0694773612276792
60388,0,0.0616950880877995
60389,0,0.0551177442864276
60390,0,0.0561856448529593
60391,0,0.0747622664510642
60392,0,0.173743236334919
60393,0,0.287767725582627
60397,0,0.359527058126272
60398,0,0.0635086533246004
60399,0,0.0366675949265408
60400,0,0.0381212064837891
60401,0,0.0411249506283961
60402,0,0.0719760191170573
60403,0,0.123401637276931
60460,0,0.0684326570788819
60461,0,0.073406613314781
60462,0,0.0735518972814881
60463,0,0.0794793295769363
60464,0,0.125555705844003
60465,0,0.112858759770084
60466,0,0.105550373767159
60467,0,0.0975232340605857
60468,0,0.0822683934740546
60469,0,0.0727331227841226
60470,0,0.0653987334149008
60471,0,0.0641938025203293
60472,0,0.0776311214234356
60473,0,0.0776067820160378
60474,0,0.212756261140115
60478,0,0.36483290872173
60479,0,0.153119424044964
60480,0,0.0475983949310289
60481,0,0.0297077166739382
60482,0,0.0357393126392375
60483,0,0.0667697399822572
60484,0,0.102410298533203
60541,0,0.0793002150186592
60542,0,0.0762288534414987
60543,0,0.0809025959522862
60544,0,0.0857002602465669
60545,0,0.086862092713185
60546,0,0.133576934489105
60547,0,0.114929353234964
60548,0,0.106182297037227
60549,0,0.0938276960942591
60550,0,0.0846064194157234
60551,0,0.0774705850990822
60552,0,0.0745937752939066
60553,0,0.0718744921217068
60554,0,0.107930027943406
60555,0,0.0845977456202963
60556,0,0.308103022257451
60557,0,0.360358712021525
60560,0,0.350761378759023
60561,0,0.0669391987616157
60562,0,0.0233805763576164
60563,0,0.0302079461052492
60564,0,0.0339949826404448
60565,0,0.076473979503733
60566,0,0.167520977252679
60621,0,0.099265367732111
60622,0,0.0842862822685868
60623,0,0.0830128588569124
60624,0,0.0889154148030729
60625,0,0.0876648072736847
60626,0,0.0790360146260748
60627,0,0.118811204289796
60628,0,0.106133481450143
60629,0,0.0961105446822233
60630,0,0.103618304858296
60631,0,0.100281129072576
60632,0,0.0859322799967501
60633,0,0.0945218769415294
60634,0,0.0755526747938333
60635,0,0.0618178394200434
60636,0,0.16408899146971
60637,0,0.267915972288197
60638,0,0.386309938606384
60640,0,0.310201113211266
60641,0,0.127395872301315
60642,0,0.0320881131641113
60643,0,0.0164750272869016
60644,0,0.0236275289683167
60645,0,0.0634903713833298
60646,0,0.130668731472001
60702,0,0.105985607402109
60703,0,0.10605500091343
60704,0,0.094021370445573
60705,0,0.0903796921931329
60706,0,0.0925553924007649
60707,0,0.0916428151807813
60708,0,0.122264294156788
60709,0,0.109769581448532
60710,0,0.108374065509262
60711,0,0.108019386627764
60712,0,0.116986329265117
60713,0,0.10577712964337
60714,0,0.100215271547662
60715,0,0.0800163565560146
60716,0,0.0589717805963412
60717,0,0.065311439594836
60718,0,0.157892720622394
60719,0,0.28718985509042
60720,0,0.470335773028008
60722,0,0.244113764111524
60723,0,0.0611102920957281
60724,0,0.0140060063069281
60725,0,0.015026709180045
60726,0,0.0361403279825632
60727,0,0.096048542870626
60783,0,0.132387939228358
60784,0,0.112466026933931
60785,0,0.107817704265792
60786,0,0.0954710546467205
60787,0,0.0971136595051346
60788,0,0.0934474841022746
60789,0,0.0799302880083099
60790,0,0.11628590886762
60791,0,0.101020840048924
60792,0,0.105614982727729
60793,0,0.124552217167837
60794,0,0.123260766911653
60795,0,0.123046576450646
60796,0,0.097737994114026
60797,0,0.0644284213751487
60798,0,0.0509043338338904
60799,0,0.0950912660254624
60800,0,0.15804631002941
60801,0,0.351298440658166
60802,0,0.473615650847992
60803,0,0.356029439627683
60804,0,0.126516935056355
60805,0,0.0265652113980179
60806,0,0.0130939965804196
60807,0,0.0163311880280417
60808,0,0.0675225313911653
60809,0,0.19404105725314
60863,0,0.139649552794691
60864,0,0.124311077189974
60865,0,0.118743855353098
60866,0,0.10212030264865
60867,0,0.0963184673790544
60868,0,0.0910311557430561
60869,0,0.0839717489828569
60870,0,0.0751046619716578
60871,0,0.101298064098527
60872,0,0.108596466022046
60873,0,0.120872416109206
60874,0,0.134631604751727
60875,0,0.133165563451662
60876,0,0.140770182123614
60877,0,0.0747575978987524
60878,0,0.0567634218924455
60879,0,0.0766619703457838
60880,0,0.1082705326292
60881,0,0.202172352650069
60882,0,0.35145543091572
60883,0,0.472617498717534
60884,0,0.213206578386647
60885,0,0.0422526575338843
60886,0,0.00859778287957688
60887,0,0.0112932227525382
60888,0,0.0402480888352694
60889,0,0.121922885010765
60944,0,0.143116493634592
60945,0,0.140907930533216
60946,0,0.133977764779135
60947,0,0.112371388136177
60948,0,0.104948036686244
60949,0,0.0894455910038786
60950,0,0.0906585167795052
60951,0,0.0827257828622301
60952,0,0.101661224853869
60953,0,0.103694446906054
60954,0,0.110268030366679
60955,0,0.133360682514068
60956,0,0.13967447373557
60957,0,0.142663811329747
60958,0,0.110887705162697
60959,0,0.0559171516914759
60960,0,0.0582015830499295
60961,0,0.0966786786637011
60962,0,0.165090917818749
60963,0,0.260276668053072
60964,0,0.398079333577295
60965,0,0.402797341562527
60966,0,0.107366402965231
60967,0,0.0108437263229255
60968,0,0.00882627072586022
60969,0,0.0159422843062952
60970,0,0.077619023372042
60971,0,0.208597913017165
61025,0,0.153828934145301
61026,0,0.145121958805852
61027,0,0.146296719741134
61028,0,0.132050127785299
61029,0,0.120610024466131
61030,0,0.106103374307861
61031,0,0.0955355046078174
61032,0,0.0879523854857839
61033,0,0.0772419206386929
61034,0,0.0912832988431594
61035,0,0.104007604660467
61036,0,0.13158376025435
61037,0,0.148011532972591
61038,0,0.142952088415015
61039,0,0.131644176242333
61040,0,0.072655783886985
61041,0,0.048582001255589
61042,0,0.0643164840757943
61043,0,0.132919535871182
61044,0,0.196377809071567
61045,0,0.281620620583042
61046,0,0.413824800098803
61047,0,0.135849784935014
61048,0,0.0271467434856213
61049,0,0.00719950699246798
61050,0,0.00981482111846264
61051,0,0.0480011875662996
61052,0,0.144062185250949
61105,0,0.149223567941964
61106,0,0.152988910595284
61107,0,0.15883484287899
61108,0,0.146702796135704
61109,0,0.129225794273038
61110,0,0.113569671368694
61111,0,0.0982741561912934
61112,0,0.0901678358579422
61113,0,0.0796273030540011
61114,0,0.0734716190775396
61115,0,0.0867970377132874
61116,0,0.110376901119285
61117,0,0.153719170966917
61118,0,0.148348568927428
61119,0,0.13348735570293
61120,0,0.0984380639107276
61121,0,0.0593078160525805
61122,0,0.0513464935814022
61123,0,0.0838778545068105
61124,0,0.162190714350991
61125,0,0.216677382114555
61126,0,0.319638242931069
61127,0,0.27913339913334
61128,0,0.0450637139310382
61129,0,0.00671487243449712
61130,0,0.00984068593472574
61131,0,0.0277587912764652
61132,0,0.0934849705415738
61187,0,0.159493070412127
61188,0,0.173119465979209
61189,0,0.160245852607729
61190,0,0.148011044338222
61191,0,0.125851934742545
61192,0,0.115257682941991
61193,0,0.102920357806451
61194,0,0.0897050046212351
61195,0,0.0778108008465534
61196,0,0.0694184911664045
61197,0,0.0808952482084911
61198,0,0.118949023834215
61199,0,0.142545870363447
61200,0,0.135435491230309
61201,0,0.11316665190285
61202,0,0.0770684522835385
61203,0,0.0536744947940551
61204,0,0.0719572713045819
61205,0,0.123856397833079
61206,0,0.178751999770583
61207,0,0.289522692811498
61208,0,0.397881396865902
61209,0,0.110954006062628
61210,0,0.0152976040510185
61211,0,0.00677865222548503
61212,0,0.0137524540347725
61213,0,0.0924465900395867
61268,0,0.16524999593083
61269,0,0.177159004919014
61270,0,0.18779925317538
61271,0,0.173789750672477
61272,0,0.149980277198776
61273,0,0.1285601595781
61274,0,0.116910478110209
61275,0,0.0970293781058472
61276,0,0.0863033420815523
61277,0,0.0695322960636603
61278,0,0.0726590659346511
61279,0,0.0906298130942337
61280,0,0.112463558358948
61281,0,0.131804111495851
61282,0,0.126615915731633
61283,0,0.0894032555706223
61284,0,0.0652977679354838
61285,0,0.0666844066035192
61286,0,0.0920137799249344
61287,0,0.136199033985591
61288,0,0.227388631995696
61289,0,0.323543396459672
61290,0,0.207672798187533
61291,0,0.0507539233360173
61292,0,0.00378914582603731
61293,0,0.00966901945855423
61294,0,0.0476560248732593
61348,0,0.170899692284809
61349,0,0.185366377219483
61350,0,0.201548763931228
61351,0,0.191787170528247
61352,0,0.170857199986977
61353,0,0.140973657218999
61354,0,0.123774935927753
61355,0,0.113642424207189
61356,0,0.100488411032296
61357,0,0.0858954547443128
61358,0,0.0751882493778158
61359,0,0.0729668026904724
61360,0,0.0916040784244837
61361,0,0.108375376820695
61362,0,0.124316062623484
61363,0,0.101714465542466
61364,0,0.0770962971607146
61365,0,0.0625898665825454
61366,0,0.0915560728689767
61367,0,0.148038664862493
61368,0,0.201975228062555
61369,0,0.277709552697293
61370,0,0.413246086852963
61371,0,0.119307184556143
61372,0,0.00867368308514219
61373,0,0.00879514030834144
61374,0,0.0225004630796503
61375,0,0.128822803888164
61430,0,0.193912936267541
61431,0,0.207264401596912
61432,0,0.209225415970351
61433,0,0.202051114758638
61434,0,0.169661368671905
61435,0,0.144762223869153
61436,0,0.130981628099597
61437,0,0.115954363957624
61438,0,0.100764662878321
61439,0,0.0850094053690799
61440,0,0.086217290313934
61441,0,0.078095896010226
61442,0,0.0941304701132705
61443,0,0.110218461122266
61444,0,0.109873217411845
61445,0,0.0885456082392974
61446,0,0.0641987998755217
61447,0,0.0838750047061703
61448,0,0.130866004383923
61449,0,0.211563410268998
61450,0,0.26925840723275
61451,0,0.398501345459915
61452,0,0.200884640481586
61453,0,0.055178975094951
61454,0,0.00743984931900155
61455,0,0.0109876708680109
61456,0,0.118324612241283
61511,0,0.201263163259789
61512,0,0.222434822553348
61513,0,0.232556851466363
61514,0,0.21812325480197
61515,0,0.178946389494858
61516,0,0.16029916516713
61517,0,0.146096886928966
61518,0,0.131801779966927
61519,0,0.109923727962173
61520,0,0.0925602438049996
61521,0,0.085769648254734
61522,0,0.091389325414749
61523,0,0.0822792571521104
61524,0,0.0966650346210324
61525,0,0.104868516675936
61526,0,0.098570574209651
61527,0,0.0843675768014899
61528,0,0.0742374119641705
61529,0,0.104273019703876
61530,0,0.21946271876201
61531,0,0.267425050091249
61532,0,0.296187757113993
61533,0,0.372408519041004
61534,0,0.162342786917917
61535,0,0.0134762831761344
61536,0,0.00880320583311139
61537,0,0.0318027344075755
61592,0,0.234777611918152
61593,0,0.244721325104602
61594,0,0.230375275230841
61595,0,0.204265543759956
61596,0,0.179979940867363
61597,0,0.168232522481887
61598,0,0.15454841600646
61599,0,0.13768750885602
61600,0,0.108343621767036
61601,0,0.0933990004750396
61602,0,0.0837668869850231
61603,0,0.0642949538686852
61604,0,0.076462916356179
61605,0,0.0948728236189096
61606,0,0.100331256646239
61607,0,0.104390775534902
61608,0,0.0872141524344567
61609,0,0.100535833871438
61610,0,0.17416353845527
61611,0,0.257616967709355
61612,0,0.307901182201912
61613,0,0.392940607872827
61614,0,0.176641079945075
61615,0,0.038470663607139
61616,0,0.0162445675175941
61617,0,0.0213270626169631
61673,0,0.231969297140505
61674,0,0.254557054018295
61675,0,0.276861641712502
61676,0,0.232437419972821
61677,0,0.199682822584163
61678,0,0.179909023664223
61679,0,0.171243384792321
61680,0,0.155153271047194
61681,0,0.147300453107776
61682,0,0.117527544121403
61683,0,0.0969270279964939
61684,0,0.0947236820735032
61685,0,0.0656855527873099
61686,0,0.0813988910589364
61687,0,0.0986610322709466
61688,0,0.102712564570754
61689,0,0.101663045461747
61690,0,0.110126468245598
61691,0,0.151687867693897
61692,0,0.25401598311578
61693,0,0.322873683467095
61694,0,0.308385806858832
61695,0,0.281246681998032
61696,0,0.0865512728859041
61697,0,0.0130991274060343
61698,0,0.0130731657366514
61699,0,0.0951808135491399
61755,0,0.245717293683577
61756,0,0.268608501626465
61757,0,0.244958745518209
61758,0,0.211715720822253
61759,0,0.178362529362817
61760,0,0.171492182932895
61761,0,0.166148196523589
61762,0,0.158232499720786
61763,0,0.135519730318253
61764,0,0.115717424258729
61765,0,0.0960493132589177
61766,0,0.0990382455066232
61767,0,0.072063386580007
61768,0,0.0855566379257595
61769,0,0.102149567246528
61770,0,0.111156155820201
61771,0,0.105051258289289
61772,1,0.136470994379127
61773,0,0.224752489243476
61774,0,0.312917992308884
61775,0,0.302164923285579
61776,0,0.373822607028985
61777,0,0.152408683957394
61778,0,0.01587263358876
61779,0,0.0111936645123544
61780,0,0.0394548389957316
61835,0,0.239575850773516
61836,0,0.250078566711037
61837,0,0.251981220017654
61838,0,0.233183774401611
61839,0,0.196133618348166
61840,0,0.180860327494544
61841,0,0.177969066549074
61842,0,0.175318553477835
61843,0,0.163902970765967
61844,0,0.137311786634124
61845,0,0.122564637662515
61846,0,0.108873618574046
61847,0,0.109209187737878
61848,0,0.0778605378251783
61849,0,0.0853962941230677
61850,0,0.122208677607323
61851,0,0.121951408457757
61852,1,0.135915181382154
61853,1,0.184347137345302
61854,1,0.333759312672592
61855,0,0.420719822879273
61856,0,0.3404271780374
61857,0,0.135335917238033
61858,0,0.0522174937744546
61859,0,0.0126784486330662
61860,0,0.0143100754687231
61861,0,0.102202411380752
61917,0,0.246207326680927
61918,0,0.261756604427433
61919,0,0.234280631563716
61920,0,0.2062632084617
61921,0,0.190364703253933
61922,0,0.165716920619314
61923,0,0.188603553375666
61924,0,0.187926958659655
61925,0,0.15787067263701
61926,0,0.131992453461787
61927,0,0.11991050419982
61928,0,0.11886462253393
61929,0,0.0719944096260919
61930,0,0.092926017164972
61931,0,0.115773888568683
61932,0,0.136147698788266
61933,0,0.159879554351726
61934,1,0.172597022771068
61935,1,0.297304753168014
61936,1,0.461784551340369
61937,0,0.394880527886016
61938,0,0.234073299785979
61939,0,0.0681242495874843
61940,0,0.00992418029802955
61941,0,0.00939107186736928
61942,0,0.0361841579735288
61947,0,0.255748309013175
61998,0,0.236772356397639
61999,0,0.2632449601975
62000,0,0.242674842530606
62001,0,0.199871014239854
62002,0,0.181698574224529
62003,0,0.17067296514373
62004,0,0.187462180381825
62005,0,0.197824634568529
62006,0,0.179721930506249
62007,0,0.147475543701175
62008,0,0.130207509535699
62009,0,0.119866642016513
62010,0,0.123194314689028
62011,0,0.0961490108474029
62012,0,0.113487495894374
62013,0,0.13887168990622
62014,0,0.165500626646337
62015,1,0.200665289265601
62016,1,0.287116806002294
62017,1,0.426386268501321
62018,1,0.522287972307727
62019,1,0.4444730119071
62020,0,0.0426661185447124
62021,0,0.00787293362236444
62022,0,0.00876002297485295
62023,0,0.0123242942975409
62029,0,0.234159556384358
62079,0,0.241239159939424
62080,0,0.267281198138995
62081,0,0.201973048436097
62082,0,0.181616160113499
62083,0,0.162917296353575
62084,0,0.176867901966227
62085,0,0.20413756043356
62086,0,0.193794110533019
62087,0,0.182715774496685
62088,0,0.155253637444816
62089,0,0.12735506932008
62090,0,0.127769265937433
62091,0,0.142728668649655
62092,0,0.121308384659791
62093,0,0.147515760241092
62094,0,0.17151733023722
62095,1,0.194159873504249
62096,1,0.259138438265567
62097,1,0.397955261792349
62098,1,0.592782529386146
62099,1,0.397492968253027
62100,0,0.102911358588822
62101,0,0.0209218773131369
62102,0,0.00237016547698194
62103,0,0.00389464565485109
62104,0,0.0368465098315339
62109,0,0.225687595013805
62160,0,0.21574737681391
62161,0,0.236382875994349
62162,0,0.218771564559295
62163,0,0.189140809839102
62164,0,0.14883527792749
62165,0,0.168082315526141
62166,0,0.18939654070288
62167,0,0.200408595384153
62168,0,0.193728475441941
62169,0,0.189524073303992
62170,0,0.151976189631044
62171,0,0.136672223857708
62172,0,0.140603475576869
62173,0,0.11404964212089
62174,0,0.145203661429801
62175,0,0.199685371553162
62176,1,0.202022401071034
62177,1,0.249928577633388
62178,1,0.353776095950624
62179,1,0.489644350600652
62180,0,0.489792986484159
62181,1,0.219574564939249
62182,0,0.0229608535933168
62183,0,0.00318888531799549
62184,0,0.000988108461182873
62185,0,0.00367864280692348
62189,0,0.218441124266868
62190,0,0.194481769835075
62191,0,0.200504197308357
62242,0,0.21896777094683
62243,0,0.203716706121581
62244,0,0.198225782027719
62245,0,0.157981531902642
62246,0,0.155351044916033
62247,0,0.175992127312852
62248,0,0.208246111368808
62249,0,0.208971396660777
62250,0,0.204268534060348
62251,0,0.169425857972074
62252,0,0.15266700951535
62253,0,0.160505550343591
62254,0,0.1058862009051
62255,0,0.136239457791962
62256,0,0.202541344038604
62257,1,0.220871931698588
62259,1,0.329361644984333
62260,1,0.412543910509426
62261,1,0.609970416768733
62262,0,0.287939339089652
62263,0,0.0243268316167062
62264,0,0.00444060392996634
62265,0,0.00121213786253266
62266,0,0.000545824372962728
62267,0,0.00740487219356332
62271,0,0.23412952709957
62272,0,0.155715554178751
62322,0,0.201079858209243
62323,0,0.21463949418574
62324,0,0.190675575442352
62325,0,0.167778909631963
62326,0,0.154683853387386
62327,0,0.160253053754321
62328,0,0.203927174495229
62329,0,0.215123041447315
62330,0,0.214818860940584
62331,0,0.190023791071113
62332,0,0.159883937830808
62333,0,0.166323349165648
62334,0,0.176120123296553
62335,0,0.14599928725648
62336,1,0.192567281582724
62337,0,0.221437366436842
62338,1,0.268601113778376
62339,1,0.342746142291502
62340,1,0.415306738269446
62341,1,0.430006127102905
62342,0,0.289399644214697
62343,0,0.109502623769252
62344,0,0.00388420704645196
62345,0,0.000251570395495665
62346,0,0.000294265927981792
62347,0,0.00192514919699611
62351,0,0.191355139331238
62352,0,0.133703993724032
62353,0,0.139172686762981
62404,0,0.214048858569814
62405,0,0.20555449875337
62406,0,0.179985661743404
62407,0,0.158288544724168
62408,0,0.165569387129562
62409,0,0.190754235279439
62410,0,0.218973704873663
62411,0,0.227020740471184
62412,0,0.215401273739925
62413,0,0.183968276068032
62414,0,0.174913519761773
62415,0,0.170226138554022
62416,0,0.138185679495446
62417,0,0.189939633016793
62418,1,0.224303942421281
62419,1,0.24748955139869
62420,1,0.337607523249067
62421,1,0.413025257974286
62422,1,0.412243443552701
62423,1,0.344493791014628
62424,0,0.187587942429305
62425,0,0.00432781042222914
62426,0,0.000233925277026694
62427,0,9.96767114327071e-05
62428,0,0.00015956899437171
62429,0,0.00230384859992269
62432,0,0.185858537779453
62433,0,0.145358910231005
62434,0,0.0989104080677848
62485,0,0.194494202805784
62486,0,0.201324388033387
62487,0,0.191466769997092
62488,0,0.163183600187214
62489,0,0.162289219977952
62490,0,0.180024869868808
62491,0,0.221701499509048
62492,0,0.230197988254956
62493,0,0.232614040825199
62494,0,0.213345494338454
62495,0,0.203624875469568
62496,0,0.18190708418546
62497,1,0.180181887114217
62498,0,0.180563223478817
62499,1,0.214013234696889
62500,1,0.283644944372083
62501,1,0.314291615333483
62502,1,0.392938129200389
62503,1,0.457277419875613
62504,1,0.376950366554705
62505,0,0.145857365210667
62506,0,0.0266358926125727
62508,0,3.37348466872925e-05
62509,0,2.57505605795676e-05
62510,0,0.000242226320615864
62511,0,0.0106165154178533
62512,0,0.139336393282567
62513,0,0.225442498499907
62514,0,0.124736069709677
62515,0,0.0729211831813842
62516,0,0.0782270255356592
62566,0,0.200368547956847
62567,0,0.199270964144925
62568,0,0.175130606823459
62569,0,0.162998436712926
62570,0,0.176265682574414
62571,0,0.212924302694307
62572,0,0.241790506724096
62573,0,0.251013777086715
62574,0,0.246989226562981
62575,0,0.22272817699109
62576,0,0.20559738457863
62577,1,0.206608294904553
62578,1,0.236496805157826
62579,1,0.191760462101941
62580,1,0.273121461488947
62581,1,0.326966934266493
62582,1,0.410638851938781
62583,1,0.463547593187158
62584,1,0.390900928581473
62585,0,0.271060675524712
62586,0,0.0808349770428251
62587,0,0.00102581675477139
62588,0,0.000117338869829932
62589,0,3.17706769790963e-05
62590,0,4.91602924936792e-05
62591,0,0.000275133449481098
62592,0,0.0140644558962413
62593,0,0.0914618888801735
62594,0,0.0993461376134085
62595,0,0.0807709567515023
62596,0,0.0627516708509221
62647,0,0.199701171149538
62648,0,0.200336267230541
62649,0,0.196378426873367
62650,0,0.1801939207173
62651,0,0.182011319784178
62652,0,0.206314819834031
62653,0,0.25733259751172
62654,0,0.271037527906447
62655,0,0.265848735367718
62656,0,0.251184978860636
62657,0,0.223711207104374
62658,1,0.217240426560197
62659,1,0.235162028053443
62660,1,0.27187136208097
62661,1,0.248465349698217
62662,1,0.317750452898946
62663,1,0.389719742616624
62664,1,0.421225676151016
62665,1,0.437981464561611
62666,1,0.344235404967239
62667,0,0.0790746593366407
62668,0,0.00270661309945677
62669,0,0.000172102888204199
62670,0,4.11014991637582e-05
62671,0,4.15314862210923e-05
62672,0,0.000152060297249128
