HID,Folds,BIO03_Mean,TN10P_IDW1N10,GSL_IDW1N10,TNX_IDW1N10,ID_IDW1N10,BIO14_Mean,BIO18_Mean,CWD_IDW1N10,RX1DAY_IDW1N10,WSDI_IDW1N10,PA
67279,6,43.812259,10.161447,362.839856,28.451906,0.033743,2.0,26.302835,8.098454,39.689408,9.447117,1
67280,6,42.401414,10.259732,358.56183,27.776032,0.102063,0.748251,10.622095,6.950778,33.655934,10.32191,1
67281,6,40.623909,10.227999,355.157367,28.464613,0.135021,0.0,4.106128,5.930024,28.681452,9.657148,0
67282,6,40.612954,10.144397,352.900018,29.34823,0.130355,0.0,2.383773,5.182303,25.211089,8.899786,0
67283,2,40.913191,10.057144,354.437732,30.847687,0.081699,0.0,0.0,4.40656,23.328223,9.078322,0
67284,6,40.671623,10.03664,349.205383,31.02459,0.471408,0.0,0.0,4.050345,22.825705,10.440273,0
67285,6,40.596074,9.961818,326.687931,29.098386,2.482053,0.0,0.009509,3.944982,22.86092,11.276441,0
67286,6,39.914357,9.943104,300.511234,26.792768,6.135337,0.0,0.023878,3.951283,20.370853,10.478091,0
67287,6,38.766314,9.912298,286.879773,25.585222,9.261189,0.008257,0.312889,4.026268,17.583108,8.642544,0
67288,6,38.423062,9.853335,285.605167,25.385558,11.440398,0.016625,0.213594,4.204449,16.146033,6.574015,0
67289,9,37.430121,9.77423,299.712457,26.504633,9.468795,0.0,0.005643,4.119192,14.49938,5.14636,0
67290,9,35.076301,9.65889,317.01876,28.101846,7.219574,0.0,0.520369,3.871536,13.36654,4.836312,0
67291,9,34.248674,9.573565,322.037775,28.832355,5.984689,0.0,0.059882,3.632338,12.222552,4.944665,0
67359,6,47.367124,9.953669,364.895072,30.56172,0.0,1.156364,26.61191,7.974941,47.267479,7.69794,1
67360,6,44.730731,10.114661,363.452143,28.972016,0.023199,2.0,33.114551,8.299338,41.693075,8.997235,1
67361,6,43.152264,10.196018,360.650734,28.130558,0.073723,1.222989,20.108844,7.573655,36.448628,9.914062,1
67362,6,42.0399,10.268338,356.842336,28.092849,0.12335,0.002049,6.956399,6.595678,31.399665,10.154216,1
67363,6,40.808298,10.241279,353.784544,28.884962,0.151964,0.0,3.93922,5.819406,27.300565,9.622246,0
67364,2,40.995979,10.141249,353.577505,30.051364,0.122133,0.0,0.939304,5.077962,24.617864,9.051619,0
67365,2,40.999716,10.070046,352.535859,30.817199,0.231543,0.0,0.0,4.462524,23.161209,9.737369,0
67366,6,40.981123,10.03268,343.369808,30.469298,1.058183,0.0,0.0,4.15992,22.994149,10.947175,0
67367,6,40.370115,9.950522,317.057449,28.131586,3.589172,0.0,0.057055,3.982727,22.934485,11.355843,0
67368,6,38.534685,9.956182,291.882205,26.071871,7.723467,0.031997,0.546356,3.944146,18.445521,9.842104,0
67369,6,38.414972,9.981421,283.934935,25.045282,11.562365,0.026719,0.311177,4.184896,16.495957,7.273215,0
67370,9,37.662951,9.832579,289.397269,25.567689,11.920517,0.0,0.0,4.31971,15.891491,5.809941,0
67371,9,36.081288,9.698664,310.456957,27.39066,8.573884,0.0,0.0,4.066909,14.439053,4.976006,0
67372,9,34.999737,9.5646,324.039347,28.81404,5.806852,0.0,0.0,3.686311,12.547841,4.92057,0
67373,9,34.610899,9.470315,319.513874,28.973935,6.152021,0.0,0.0,3.452374,11.178719,5.126776,0
67440,6,46.246451,10.017334,364.492203,30.158159,0.007786,2.0,38.4452,8.359141,45.452117,7.980329,1
67441,6,43.996214,10.161404,363.19443,28.111418,0.025041,2.0,29.635826,8.554773,38.902314,9.610227,1
67442,6,43.015001,10.24083,357.661127,27.001529,0.146123,0.937464,12.763169,6.953915,32.672815,11.211995,1
67443,6,41.707522,10.311016,355.309048,28.352419,0.151154,0.0,5.25906,6.363937,29.544268,10.241785,0
67444,6,41.305588,10.213077,352.600727,29.199886,0.167088,0.0,4.066376,5.824701,26.238743,9.409286,0
67445,2,41.169697,10.171294,354.180418,30.182457,0.119885,0.0,0.075585,5.132929,24.157826,9.565513,0
67446,2,41.000283,10.073346,351.108606,30.727806,0.367445,0.0,0.0,4.617989,23.910258,10.589528,0
67447,6,40.980973,10.025039,327.293524,28.939735,2.216185,0.0,0.000559,4.338789,25.435691,11.553861,0
67448,6,39.149079,9.971136,305.741073,27.137372,5.444258,0.000555,0.131552,4.099498,21.60823,10.895054,0
67449,6,36.983279,9.936923,286.38308,25.476286,9.696833,0.300295,2.331838,4.198621,19.053294,9.124487,0
67450,9,37.493613,9.875,285.546616,25.332671,11.779066,0.032156,0.442567,4.312998,16.851971,7.011097,0
67451,9,36.748571,9.76653,300.388206,26.580844,10.315778,0.0,0.0,4.176859,15.202733,5.344592,0
67452,9,35.316325,9.636159,315.017469,27.930797,7.866304,0.0,0.012771,3.95797,13.864682,5.045153,0
67453,9,34.999738,9.517222,321.804692,28.802142,6.099803,0.0,0.0,3.618846,11.984171,5.04475,0
67454,9,34.894917,9.484471,315.227005,28.902302,6.902615,0.0,0.0,3.466584,10.951973,5.243616,0
67521,6,47.982751,9.932878,364.917013,30.541767,0.0,1.126851,30.710472,7.88393,49.282807,7.697575,1
67522,6,45.287178,10.100083,363.913653,29.1867,0.016381,2.0,38.998937,8.406664,44.305355,8.731013,1
67523,6,43.885862,10.245516,360.952075,28.056095,0.06665,1.375392,23.749887,7.90079,38.218358,10.130805,1
67524,6,42.968987,10.296291,356.871494,27.963323,0.134413,0.097565,9.676045,6.959278,32.692989,10.51412,1
67525,6,41.945021,10.288753,354.107973,28.599544,0.158504,0.0,5.648168,6.204559,28.788378,9.937398,0
67526,2,41.648904,10.202296,352.927465,29.560484,0.156373,0.0,1.833726,5.663122,25.632799,9.397192,0
67527,2,41.600048,10.16112,353.454587,30.300321,0.178175,0.0,0.0,5.03109,24.365693,9.834635,0
67528,2,41.009016,10.061745,341.932045,30.046708,1.038529,0.0,0.0,4.717743,25.455402,11.320223,0
67529,6,39.832501,10.00488,312.331743,27.3779,4.821622,0.0,0.029296,4.592529,26.454474,12.464571,0
67530,6,36.94172,9.936781,280.565815,24.902034,11.512247,0.176333,1.812073,4.350254,21.383375,11.097573,0
67531,6,36.74477,9.902326,275.032451,24.527271,13.986724,0.215923,1.924438,4.390065,17.833845,8.355062,0
67532,9,36.998385,9.828921,283.97924,25.1131,15.575549,0.0,0.0,4.505432,16.722932,6.144099,0
67533,9,35.984281,9.697875,312.946421,27.540065,8.501333,0.0,0.260363,4.0601,14.65499,5.088502,0
67534,9,35.000528,9.546933,324.169703,28.786647,5.841549,0.0,0.00291,3.693372,12.411313,5.041926,0
67535,9,35.318431,9.458983,318.549634,28.901682,6.225425,0.0,0.0,3.480809,10.929329,5.303441,0
67536,9,34.833258,9.487412,307.40124,28.754634,8.104705,0.0,0.0,3.491622,10.571858,5.410748,0
67603,6,46.96187,10.037466,364.655376,29.917644,0.003495,2.0,42.11111,8.685961,48.830202,8.006037,1
67604,6,44.626635,10.191069,362.534471,28.399151,0.039242,2.0,36.889992,8.349092,41.562335,9.665597,1
67605,6,43.935583,10.28272,359.552112,27.775853,0.088717,1.0,15.508565,7.429048,36.406139,10.531166,1
67606,6,42.784147,10.317846,355.150637,28.24909,0.149174,0.0,8.121429,6.553115,30.634125,10.406672,0
67607,2,42.062499,10.228992,352.518284,29.032571,0.17661,0.0,4.482925,5.997339,26.565044,9.650101,0
67608,2,41.998285,10.193153,354.018301,30.003031,0.127408,0.0,0.241776,5.261653,24.372147,9.597701,0
67609,2,41.747503,10.079461,348.498199,30.491784,0.509984,0.0,0.0,4.894747,25.189465,10.829042,0
67610,6,40.796989,10.049428,322.942271,28.191385,3.468416,0.0,0.0,4.729027,27.515519,12.36783,0
67611,6,38.13158,9.973249,288.317483,25.40507,9.803662,0.017232,0.528469,4.631808,25.060327,12.262503,0
67612,6,35.712956,9.911603,275.416594,24.407942,13.937226,0.110857,1.997748,4.556364,21.11387,10.573134,0
67613,9,36.868437,9.870695,272.190179,24.222648,19.395117,0.018258,0.650155,4.727755,18.627971,8.12895,0
67614,9,36.209892,9.749801,299.897978,26.449425,10.610622,0.0,0.011789,4.246472,15.588462,5.697901,0
67615,9,35.229393,9.615873,316.103945,28.061097,7.794519,0.0,1.123684,3.93486,13.675269,5.190534,0
67616,9,35.198393,9.505423,320.607819,28.775157,6.239702,0.0,0.0,3.611495,11.820411,5.202617,0
67617,9,35.968528,9.473141,312.562198,28.642067,7.035738,0.0,0.0,3.503835,10.668053,5.471843,0
67618,9,34.030348,9.559443,303.346409,28.715582,8.693188,0.0,0.0,3.597367,10.52457,5.536987,0
67683,6,48.580056,9.987295,364.925753,30.210522,0.0,1.406898,37.583885,8.628274,51.964434,7.524933,1
67684,6,46.132187,10.100766,364.022855,29.181102,0.015059,2.0,47.025072,8.69452,47.489043,8.734117,1
67685,6,44.743955,10.235674,361.837212,28.321359,0.048786,1.310496,30.267155,8.241831,41.76437,10.05536,1
67686,6,43.970671,10.315239,358.075897,27.963525,0.106863,0.34282,11.849372,7.487273,35.791585,10.673619,1
67687,2,43.116339,10.310007,354.283779,28.361667,0.166919,0.0,5.803201,6.666134,29.997411,10.458054,0
67688,2,42.316253,10.211837,352.887037,29.301432,0.166058,0.0,2.018981,5.85031,25.459881,10.048069,0
67689,2,42.0,10.144505,348.53633,29.727755,0.420668,0.0,0.0,5.293482,25.264475,10.649169,0
67690,2,41.692991,10.067366,340.157798,29.704776,1.111813,0.0,0.0,4.855019,25.866194,11.52325,0
67691,6,38.41104,10.026468,312.767647,27.198423,4.690359,0.008353,0.671037,4.761116,28.158948,12.776862,0
67692,6,35.897943,9.985381,277.163733,24.486199,10.779247,0.083509,1.46867,4.538246,23.318382,12.202372,0
67693,9,35.484825,9.838293,264.955811,23.543567,18.645945,0.13172,2.246651,4.778947,19.603851,9.63147,0
67694,9,36.639112,9.853595,274.339338,24.441765,20.422239,0.0,0.334882,4.850665,18.354203,7.072355,0
67695,9,35.845678,9.727466,304.738189,26.802219,13.362194,0.0,1.830614,4.386965,15.629115,5.639417,0
67696,9,35.00948,9.583885,323.693694,28.685356,6.281425,0.0,0.964939,3.829722,12.61726,5.39248,0
67697,9,35.96737,9.486272,317.203116,28.514487,6.189461,0.0,0.0,3.543697,10.846915,5.499436,0
67698,9,35.658119,9.516785,306.667031,28.58055,7.752531,0.0,0.0,3.564186,10.483103,5.592835,0
67699,9,32.502964,9.629756,292.699915,28.633954,11.076781,0.0,0.675515,3.904839,10.530577,5.831474,0
67765,6,47.892591,10.055707,364.744004,30.0077,0.002681,2.043209,46.317735,9.020475,51.070893,7.747961,1
67766,6,45.82866,10.192588,363.664593,28.475429,0.016756,2.0,42.048062,8.902663,46.015422,9.686864,1
67767,6,44.867726,10.32572,360.313438,27.881481,0.072254,1.0,20.467106,7.823654,39.997161,10.718107,1
67768,2,43.985579,10.361506,356.677701,28.066739,0.120974,0.0,10.309386,7.37604,34.582483,10.934009,0
67769,2,43.129866,10.266852,351.331309,28.033554,0.220834,0.0,4.056616,6.804148,29.07303,10.725147,0
67770,2,42.321765,10.17577,351.468828,28.925217,0.199867,0.0,1.599556,5.981557,25.249547,10.73134,0
67771,2,42.0,10.115758,342.350374,29.166117,0.645206,0.0,0.0,5.394962,25.604871,11.515943,0
67772,2,40.506881,10.033715,314.018214,27.380616,4.593045,0.0,0.009511,5.01009,28.590144,12.995387,0
67773,6,36.572516,9.966827,286.875427,25.190155,10.735394,0.059678,1.663943,4.85132,26.268255,12.968844,0
67774,9,34.339142,9.903153,261.6035,23.21547,20.039047,0.039938,1.981015,4.98662,23.124838,11.381456,0
67775,9,36.533326,9.865012,267.670881,23.858461,22.16997,0.0,1.17183,4.939392,19.290419,8.20403,0
67776,9,36.000539,9.786366,291.552513,25.815098,16.437275,0.0,1.387823,4.59252,16.925757,6.330744,0
67777,9,35.005056,9.652487,316.285005,27.901409,8.18547,0.0,2.377894,4.049594,13.985063,5.475369,0
67778,9,35.08244,9.508699,319.871139,28.538394,6.29674,0.0,0.32758,3.68529,11.703698,5.480634,0
67779,9,35.928234,9.484704,313.90591,28.546809,6.618816,0.0,0.0,3.60037,10.741039,5.630279,0
67780,9,34.045848,9.552004,302.195102,28.575034,8.764612,0.0,0.0,3.72076,10.489487,5.703759,0
67781,9,30.655266,9.638957,287.664512,28.505505,12.759217,0.0,2.0158,4.068114,10.662053,5.863494,0
67846,6,48.827412,9.971466,364.962096,30.27538,0.0,2.136972,48.067277,8.634994,53.313521,7.497717,1
67847,6,47.470823,10.087034,364.483359,29.212741,0.004543,2.0,50.442987,8.990026,49.393908,8.635563,1
67848,6,45.788569,10.225579,362.361565,28.251772,0.035843,1.206027,36.817285,8.445227,44.010382,10.046591,1
67849,6,44.915655,10.315543,358.690313,27.952319,0.092974,0.796742,15.820049,7.686653,38.008839,10.862209,0
67850,2,44.059106,10.320951,354.337248,28.095744,0.164934,0.0,5.759057,7.003837,30.992123,10.874209,0
67851,2,43.058948,10.213523,350.480221,28.306339,0.234556,0.0,2.327638,6.447532,26.474766,10.943042,0
67852,2,42.028477,10.133225,340.946402,28.229631,0.614592,0.0,1.079769,5.821031,25.440816,11.651961,0
67853,2,41.987081,10.053942,318.92992,27.262465,3.812794,0.0,0.0,5.39236,26.981688,12.897515,0
67854,2,38.776511,9.962554,283.980488,24.791509,11.928457,0.0,0.388233,5.287427,29.777258,14.058383,0
67855,9,35.114576,9.905691,256.454583,22.58351,21.147398,0.011879,1.681307,5.063036,25.143529,13.124325,0
67856,9,34.496567,9.854409,249.408262,22.212176,27.302833,0.075349,2.665563,5.119465,20.906481,10.515458,0
67857,9,36.075478,9.866265,269.58305,24.285598,22.09601,0.083141,2.762434,5.012481,19.262725,7.265579,0
67858,9,35.258296,9.732068,310.372906,27.271988,11.82899,0.0,3.48896,4.39271,15.547862,5.501093,0
67859,9,34.989449,9.60104,324.373112,28.579825,6.238053,0.0,1.860891,3.896925,12.733899,5.586652,0
67860,9,35.19025,9.505125,315.859893,28.412453,6.35247,0.0,0.110648,3.620657,10.82291,5.699954,0
67861,9,34.919678,9.547172,305.593841,28.369212,7.893413,0.0,0.0,3.681834,10.761363,5.711475,0
67862,9,32.081568,9.628135,292.931406,28.47456,11.053231,0.0,1.278642,4.014236,10.716824,5.865397,0
67863,9,28.774525,9.715697,275.295203,28.130822,16.761334,0.626821,4.067001,4.36276,10.829223,5.816138,0
67927,6,48.742791,10.024151,364.677441,29.681328,0.003537,2.038988,55.677948,9.195711,51.28308,8.052939,1
67928,6,46.761609,10.149379,363.406458,28.640184,0.021443,1.787208,47.132934,8.789403,46.674297,9.530805,1
67929,6,45.591412,10.283466,360.456632,27.965794,0.067487,1.0,29.523093,7.942826,40.515387,10.592116,0
67930,2,44.76413,10.365765,356.958824,28.042149,0.112817,0.232024,13.190061,7.48968,35.20504,11.014873,0
67931,2,43.985046,10.258547,350.197872,27.664582,0.255353,0.0,4.103382,7.045647,28.925427,10.946251,0
67932,2,42.954698,10.156227,347.282273,28.058907,0.324323,0.0,2.422759,6.274172,24.29349,11.569956,0
67933,2,42.0,10.096336,335.541399,27.958505,1.338823,0.0,0.901417,5.645082,25.154394,12.559971,0
67934,2,41.197551,10.001817,292.911189,25.263203,7.669101,0.0,0.017103,5.564093,30.535145,14.059198,0
67935,9,36.534119,9.907371,265.179471,23.267172,17.4095,0.003054,1.511834,5.363376,28.415599,14.307506,0
67936,9,34.318347,9.859023,238.535533,21.13323,31.915824,0.008213,2.496331,5.520114,25.229214,12.86857,0
67937,9,36.140057,9.867857,253.89583,22.647998,29.159784,0.001906,1.999446,5.270278,20.910522,9.384629,0
67938,9,35.903072,9.806616,283.744417,25.0993,20.843262,0.0,2.901424,4.852555,17.775825,6.932021,0
67939,9,34.608622,9.700179,309.141018,27.23671,12.623872,0.314455,4.696757,4.304079,14.665884,5.918543,0
67940,9,34.860067,9.594722,319.506913,28.415272,6.448937,0.0,1.006047,3.800965,11.847062,5.671835,0
67941,9,34.885971,9.547575,312.356139,28.505374,6.877356,0.0,0.123009,3.703245,10.758166,5.748983,0
67942,9,33.35335,9.616137,301.002145,28.389918,9.152942,0.0,0.403576,3.899188,10.955162,5.802869,0
67943,9,30.225183,9.732666,288.185296,28.060589,12.660246,0.0,2.000504,4.205226,10.914945,5.80848,0
68008,6,48.482423,9.93753,364.965264,29.934029,0.0,2.033494,63.456282,9.274977,54.151014,7.727099,1
68009,6,48.29351,10.017123,364.570883,29.435692,0.004369,1.97724,59.824666,9.099384,51.694763,8.500101,1
68010,6,46.266976,10.149496,363.194559,28.803131,0.01919,1.002649,41.866047,8.652842,47.177017,9.64927,1
68011,2,45.231081,10.263283,359.124187,27.964143,0.083952,1.0,24.466274,7.805384,38.874051,10.736807,0
68012,2,44.482692,10.264462,353.417495,27.762851,0.180738,0.0,8.176003,7.261131,32.613555,11.07666,0
68013,2,43.669827,10.19302,345.944961,27.571989,0.344355,0.0,3.415869,6.668305,27.53742,11.379762,0
68014,2,42.287354,10.103687,333.275698,27.266039,1.390896,0.0,2.740245,6.075515,25.788825,12.281861,0
68015,2,41.350146,10.055927,319.400388,26.909287,3.526954,0.0,0.90039,5.597749,26.907288,13.21123,0
68016,2,39.348677,9.96786,273.948468,23.916345,11.776365,0.0,0.223621,5.623473,32.302881,14.588642,0
68017,9,35.336177,9.836882,234.484697,20.712721,29.812808,0.007449,2.314061,5.608316,27.913802,14.816366,0
68018,9,35.239173,9.837082,221.885804,19.757408,44.779761,0.030269,2.891214,5.819079,22.987784,12.005662,0
68019,9,36.225712,9.858686,252.336276,22.378624,37.859994,0.16362,3.938618,5.59675,20.238882,8.12299,0
68020,9,34.610891,9.811678,303.722199,26.568847,15.500555,0.641623,7.484,4.636897,16.204503,6.130206,0
68021,9,34.080923,9.728089,320.637724,28.127353,6.968434,0.0,2.404935,4.133464,13.217978,5.941748,0
68022,9,34.430293,9.646695,314.758379,28.233577,6.748526,0.0,0.967739,3.914999,11.469491,6.166657,0
68023,9,33.942696,9.656942,305.701751,28.158292,8.144309,0.0,0.730547,4.003599,11.324302,5.98277,0
68024,9,31.615808,9.741701,292.608455,27.960683,11.457155,0.0,1.923101,4.216207,11.355447,5.739709,0
68025,9,28.559275,9.754976,275.461555,27.541657,16.948599,0.002995,3.247544,4.487549,11.035215,5.880056,0
68090,6,49.126223,9.941471,364.914844,29.676652,0.0,2.143481,73.082763,9.620675,53.581421,7.828097,1
68091,6,47.164572,10.038402,364.288466,29.170518,0.006511,1.332732,53.947792,9.018005,50.221575,9.181546,1
68092,2,45.99883,10.129338,362.451563,28.496961,0.026371,1.0,40.917728,8.358154,44.832354,10.12513,0
68093,2,45.002072,10.212376,358.78075,28.06861,0.082186,0.842497,19.990192,7.779231,37.944445,10.849665,0
68094,2,44.011545,10.150298,350.491434,27.39826,0.215392,0.0,5.123463,7.229618,31.625832,11.37817,0
68095,2,43.066908,10.157408,340.856054,27.139324,0.427127,0.0,4.094281,6.434976,26.853638,11.821698,0
68096,2,41.872978,10.050306,320.786767,26.587128,2.149156,0.0,2.74304,5.847425,26.363736,12.804166,0
68097,2,40.485448,9.981921,286.902614,24.695556,9.074894,0.0,0.944903,5.641333,29.920753,14.261175,0
68098,9,37.490355,9.868341,247.529061,21.655906,24.036542,0.0,0.853103,5.572858,28.469112,14.865183,0
68099,9,35.1147,9.832839,218.750482,19.450794,43.654229,0.000824,3.249904,5.876634,24.985726,13.164943,0
68100,9,36.448092,9.851886,227.033007,20.122705,49.444575,0.007056,3.334797,6.066177,22.276768,10.160884,0
68101,9,35.809885,9.851916,270.346237,23.774577,31.323972,0.017395,4.424545,5.315038,18.764199,7.565724,0
68102,9,33.839045,9.803431,308.538981,26.957253,12.987592,0.408187,5.856832,4.498364,15.056966,6.226474,0
68103,9,33.998162,9.716895,317.344293,28.164115,6.848613,0.0,1.0,4.035658,12.233338,6.156841,0
68104,9,34.016593,9.66805,309.531938,28.219462,7.590926,0.0,1.0,4.005434,11.516276,6.131819,0
68105,9,32.747722,9.691744,299.268323,28.048094,9.918244,0.0,1.307713,4.153925,11.430931,5.86652,0
68106,9,30.154816,9.751564,286.995958,27.632575,13.424488,0.0,3.065121,4.372746,11.445537,5.805939,0
68170,6,47.253539,9.929975,364.974292,29.872884,0.0,1.892111,73.221792,9.641578,54.143746,7.697074,1
68171,6,48.420385,9.998925,364.673141,29.477821,0.003231,1.978066,72.000933,9.230155,51.827704,8.702627,1
68172,2,46.410248,10.08182,363.515009,28.81147,0.013543,1.054404,49.140359,8.641974,47.519603,9.66618,1
68173,2,45.876032,10.164243,360.777338,28.279343,0.052411,1.0,40.076684,8.157607,41.871634,10.444145,0
68174,2,44.348918,10.161358,355.349734,27.61039,0.142665,0.552632,14.008721,7.586526,35.129417,11.215834,0
68175,2,43.944275,10.130993,343.716769,26.817691,0.363568,0.0,5.813814,6.937779,29.936957,12.021233,0
68176,2,42.48844,10.043899,318.643859,25.512521,1.971761,0.0,4.821827,6.30305,28.062233,13.049074,0
68177,2,40.927211,9.949583,292.652123,24.533605,7.156497,0.0,1.456491,5.80473,27.72295,13.768664,0
68178,9,40.260718,9.901483,259.046621,22.445423,16.649468,0.0,0.501543,5.663036,29.909039,14.883736,0
68179,9,36.549342,9.810164,222.84916,19.611101,36.076203,0.002481,1.628513,5.78827,27.057248,14.609978,0
68180,9,36.159174,9.832805,214.515168,19.067781,49.608224,0.009577,3.37508,5.976168,23.221478,12.316153,0
68181,9,36.647273,9.867771,217.002594,19.229626,60.577583,0.050685,4.096025,6.580428,23.031069,9.426871,0
68182,9,33.99875,9.929452,302.604042,26.249183,17.605912,0.444816,8.507171,4.754094,16.28295,6.338317,0
68183,9,33.4213,9.78362,320.669155,27.923347,6.917849,0.0,1.434847,4.251724,13.46835,6.074061,0
68184,9,33.995833,9.691011,312.005391,28.093068,7.63414,0.0,1.0,4.034303,11.55526,6.567917,0
68185,9,33.454748,9.710298,301.865806,27.719262,10.158365,0.0,1.0,4.285227,12.001994,6.212853,0
68186,9,31.599771,9.77226,292.371119,27.634115,11.641267,0.0,2.929139,4.321981,11.74537,5.750861,0
68187,9,29.059113,9.807347,276.39511,27.147557,16.689999,0.005989,4.275166,4.529281,11.138563,5.773439,0
68251,6,45.133212,9.910572,364.997528,30.103685,0.0,0.911036,75.515089,9.629088,54.64573,7.731468,1
68252,6,48.045765,9.931171,364.913545,29.723139,0.0,2.049309,83.198485,9.675793,53.413797,8.00038,1
68253,6,46.937539,10.017767,364.372282,29.297494,0.005441,1.090828,65.568102,9.046047,50.563991,9.126182,1
68254,2,45.966117,10.073063,363.015701,28.533727,0.017561,1.683093,66.544368,8.456515,45.903097,9.941396,0
68255,2,45.057277,10.197483,358.978936,27.873055,0.066727,1.021168,34.465935,7.856538,38.449892,10.96332,0
68256,2,43.709969,10.057353,353.403553,27.333652,0.157551,0.472146,10.107264,7.379304,32.208726,11.39331,0
68257,2,43.269867,10.086831,331.416678,25.657708,0.722025,0.0,8.348123,6.624687,29.042471,12.632004,0
68258,2,41.616277,9.98176,299.899963,24.484979,3.471553,0.0,3.93628,6.036578,28.062115,13.45122,0
68259,9,39.427571,9.863303,259.262776,22.015616,14.823669,0.0,0.942061,5.882919,29.382126,14.906086,0
68260,9,38.135223,9.808614,227.177585,19.746351,30.903833,0.0,0.395915,5.788459,28.088966,15.09773,0
68261,9,35.613488,9.80987,206.021393,18.02369,51.828894,0.01919,3.546262,6.200605,25.431921,13.680411,0
68262,9,36.933007,9.851386,217.003963,19.112644,55.128873,0.04093,3.708384,6.23816,22.733678,10.895325,0
68263,9,36.034054,9.89112,271.704101,23.731637,33.114004,0.0,3.29513,5.40904,18.598036,7.502054,0
68264,9,33.005317,9.856885,301.100667,26.228878,18.637766,0.0,1.834878,4.801428,15.49087,6.649146,0
68265,9,33.32581,9.786299,315.032222,27.904579,7.500617,0.0,0.871958,4.268106,12.950733,6.406645,0
68266,9,33.99045,9.75406,306.777772,27.772093,8.448265,0.0,1.0,4.256461,12.339129,6.335355,0
68267,9,32.699928,9.776605,296.523674,27.513154,10.744377,0.0,2.554384,4.360705,12.114808,6.042963,0
68268,9,30.526716,9.81911,285.174835,27.075176,14.000728,0.149564,6.084295,4.498576,11.90835,5.86106,0
68332,6,43.831456,9.922488,365.0,29.954541,0.0,0.152232,93.090481,10.506724,56.219118,8.059832,1
68333,6,46.312395,9.886855,364.996819,30.038014,0.0,1.475629,82.661888,10.157917,53.666116,8.155538,1
68334,6,47.015821,9.94337,364.890352,29.758688,0.0,1.561379,83.575314,9.593299,52.117332,8.596315,1
68335,2,45.907506,10.024014,364.121725,29.170163,0.006931,1.710421,74.536267,8.891269,49.007123,9.422159,1
68336,2,45.435964,10.088051,361.948038,28.580514,0.030763,1.694953,65.117973,8.23808,43.429403,10.299903,0
68337,2,44.181378,10.096774,354.739491,27.603154,0.133096,1.471637,26.335821,7.726179,37.278224,11.161504,0
68338,2,43.141286,10.030458,338.621267,26.300902,0.62299,0.303897,12.552693,7.039908,31.904931,12.033744,0
68339,2,42.266835,10.021158,319.589307,25.222559,1.832457,0.0,9.093485,6.440506,28.747624,12.972276,0
68340,9,39.822519,9.928393,283.120598,23.432194,7.381639,0.0,1.500389,5.938891,28.374727,13.976312,0
68341,9,38.059481,9.813237,241.331022,20.740262,21.907916,0.020919,0.46382,5.91004,28.928724,15.2352,0
68342,9,35.99828,9.766494,206.293318,17.839542,46.845518,0.048568,1.926829,6.04591,26.684506,14.776266,0
68343,9,35.790829,9.815596,197.632225,17.118225,64.58665,0.014996,4.211061,6.460816,22.993022,12.226747,0
68344,9,36.146435,9.876195,226.626082,19.733519,58.27847,0.113799,4.934936,6.425985,21.394764,8.999525,0
68345,9,33.557783,9.895381,291.506662,25.209018,23.894112,0.0,1.66602,5.159777,17.368764,6.687253,0
68346,9,32.999473,9.860509,313.312535,27.513645,8.681803,0.0,0.085634,4.486622,13.921824,6.871433,0
68347,9,33.838137,9.792822,298.210163,26.995366,12.583184,0.0,1.004169,4.718855,13.720183,7.376078,0
68348,9,33.533649,9.760414,288.640509,26.490264,14.85957,0.0,2.039462,4.830931,14.20284,6.812183,0
68349,9,31.885984,9.851065,286.67148,26.355652,14.702799,0.0091,4.768837,4.729314,12.982782,5.971413,0
68350,9,29.985751,9.97576,277.822866,26.181817,15.649376,0.001504,5.154096,4.545771,11.394231,5.604105,0
68412,6,43.053042,9.921672,365.0,29.86941,0.0,0.675833,110.129925,10.538118,57.45465,8.501598,1
68413,6,45.135454,9.885165,364.99788,29.945506,0.0,1.000888,89.782277,10.754451,53.609088,8.23112,1
68414,6,46.458573,9.882183,364.996372,30.118124,0.0,1.327193,80.738416,10.462433,52.699624,8.424282,1
68415,2,45.847589,9.942166,364.859411,30.007777,0.0,1.334864,81.304343,9.244937,50.744188,8.850359,1
68416,2,44.969337,10.013667,363.831747,29.502267,0.009494,2.638835,91.85935,8.554978,47.193144,9.672323,0
68417,2,44.6044,10.040826,360.928294,28.583715,0.052439,1.965402,54.754856,8.064501,40.942659,10.491443,0
68418,2,42.773116,10.055336,352.079768,27.309908,0.177247,2.295345,20.716108,7.433323,34.686886,11.508435,0
68419,2,42.681351,10.01895,330.273856,25.662215,0.832154,0.0,20.577954,6.62367,30.74247,12.526881,0
68420,2,40.103257,9.945594,295.928052,24.083953,3.996528,0.0,5.89067,6.046399,28.781253,13.509575,0
68421,9,37.059435,9.833011,253.266199,21.508693,15.804725,0.048307,0.64991,5.898809,29.1217,14.987307,0
68422,9,36.032408,9.764291,215.412211,18.557806,38.32792,0.075193,1.183586,5.919316,27.296328,15.099443,0
68423,9,35.136898,9.791189,190.055164,16.310985,64.281122,0.011774,3.26449,6.481079,24.021205,13.489263,0
68425,9,35.634889,9.898019,260.432085,22.361084,42.776733,0.005101,3.166977,5.883875,19.033678,7.694962,0
