"HID","probs","pred_labels"
75,2.53640387960673e-05,0
76,7.39489600481901e-07,0
77,7.209462580974e-08,0
78,3.62852103591518e-08,0
79,8.43954898546486e-08,0
80,1.3913779344396e-06,0
81,0.000228175547885403,0
82,0.00528323353913598,0
156,1.24313480634436e-05,0
157,1.29356376601434e-06,0
158,5.72965422384157e-08,0
159,2.76612256385828e-08,0
160,2.13831916094994e-07,0
161,2.11371040777694e-05,0
162,0.000377669167315292,0
238,3.50342991046821e-05,0
239,2.18940037212609e-07,0
240,1.56773834836807e-08,0
241,2.02932155851019e-08,0
242,3.72503470208298e-07,0
243,0.000116289106971146,0
255,9.89279039549026e-13,0
320,2.15163152437257e-05,0
321,1.45920410046244e-07,0
322,9.13886508702148e-09,0
323,4.05925579187583e-08,0
324,3.60931024983996e-06,0
325,9.73313074569933e-05,0
335,2.0775385212882e-12,0
336,5.64223205669306e-13,0
401,1.76972253526281e-06,0
402,2.61473383392172e-08,0
403,1.27062557062923e-08,0
404,8.69566607168372e-08,0
405,6.11391151886111e-06,0
406,0.00277083156697009,0
410,5.52067540090418e-09,0
412,3.52303846310323e-10,0
416,6.49836701927055e-12,0
417,1.85210378471642e-12,0
418,8.76562593623177e-13,0
421,2.22044604925031e-16,0
483,1.72528609274453e-06,0
484,1.21258242927427e-08,0
485,2.52465014751583e-08,0
486,1.70829632472452e-06,0
487,0.000482843258103196,0
493,1.76230154783238e-09,0
494,8.2081629733995e-10,0
498,4.87767026781128e-12,0
499,1.75257905663914e-12,0
502,2.22044604925031e-16,0
503,2.22044604925031e-16,0
564,7.046156737986e-05,0
565,3.36048943697933e-07,0
566,8.59938704258839e-08,0
567,1.27509129356859e-07,0
568,1.57940984785257e-05,0
573,5.95314169699102e-09,0
574,2.78599301217885e-09,0
575,1.09988468317838e-09,0
578,1.64472797401647e-11,0
579,3.85684895596604e-12,0
580,2.07378900684466e-12,0
582,1.59425062346003e-13,0
583,2.22044604925031e-16,0
645,0.000120895033316621,0
646,2.90554382165781e-07,0
647,2.46535845729148e-07,0
648,3.12391401898308e-06,0
649,0.000966503082424872,0
654,1.27355837616392e-08,0
655,7.53589841315905e-09,0
656,4.10227042309222e-09,0
657,1.77554993338379e-09,0
660,1.18348639510999e-11,0
661,3.280791778238e-12,0
663,5.85780840518038e-13,0
664,2.22044604925031e-16,0
665,2.22044604925031e-16,0
666,2.22044604925031e-16,0
727,7.38927833586871e-05,0
728,1.17600268501437e-05,0
729,6.72703311917492e-06,0
730,0.000176561421179855,0
736,3.13177065738068e-08,0
737,1.06565474054848e-08,0
738,3.9071304223159e-09,0
741,4.53913783555012e-11,0
742,7.97688902960356e-12,0
745,1.54033797560045e-13,0
746,2.22044604925031e-16,0
747,2.22044604925031e-16,0
748,2.22044604925031e-16,0
809,0.000305223860378212,0
810,5.52977422844447e-05,0
811,0.000291558586513787,0
816,3.24301673539953e-08,0
817,2.5240508566965e-08,0
818,1.03290738401514e-08,0
819,3.96369066598753e-09,0
822,2.29816201646155e-11,0
823,6.43279766556469e-12,0
825,3.60931995919509e-13,0
826,2.22044604925031e-16,0
827,2.22044604925031e-16,0
828,2.22044604925031e-16,0
829,2.22044604925031e-16,0
889,0.0140553550025691,0
890,0.00132599459157836,0
891,0.00124172780692676,0
892,0.00671506422919834,0
898,3.5074917955856e-08,0
899,1.90486381144874e-08,0
900,5.58062943674496e-09,0
901,1.72830413888287e-09,0
904,1.15011118901204e-11,0
905,3.27450850843719e-12,0
906,8.07631593201636e-13,0
907,1.39048916391522e-13,0
908,2.22044604925031e-16,0
909,2.22044604925031e-16,0
910,2.22044604925031e-16,0
911,2.22044604925031e-16,0
972,0.00429086172329987,0
973,0.0136235391457443,0
979,6.42771561671475e-08,0
