"HID","bayesmean-orig","bayesmed-orig"
63219,-3.01980662698043e-13,-2.99760216648792e-15
63220,-1.77968750847413e-13,-9.99200722162641e-16
63221,-5.69544411632705e-14,0
63222,-7.70494779089859e-14,-9.99200722162641e-16
63223,-2.69784194983913e-14,0
63226,-7.00550728538474e-14,-9.99200722162641e-16
63227,-2.30038210702332e-13,-1.99840144432528e-15
63228,-1.29007915461443e-13,-9.99200722162641e-16
63229,-8.90398865749376e-14,-9.99200722162641e-16
63230,-9.20374887414255e-14,-9.99200722162641e-16
63231,-4.63962201990853e-13,-4.9960036108132e-15
63232,-1.24000809620384e-12,-1.59872115546023e-14
63233,-8.90298945677159e-12,-1.48991929904696e-13
63234,-2.94470003936453e-11,-3.8702374638433e-13
63235,-1.71665903714313e-09,-3.54329898755168e-11
63236,-4.79400710240441e-08,-1.45857703692798e-09
63237,-3.8175768990456e-07,-1.37193959526272e-08
63238,-1.97521603295669e-06,-5.68003180045906e-08
63239,-1.35614337080092e-05,-5.40400142079456e-07
63240,-8.16580948260759e-05,-4.4529124590964e-06
63241,-0.000899157432244002,-6.47684539569759e-05
63242,-0.00510379146027196,-0.000435683743052029
63243,-0.00819164749378498,-0.00105417664666396
63244,-0.00415217240754495,-0.000610816652472979
63245,-0.000447317135249925,-5.33927424190006e-05
63246,-0.000110694434452108,-1.01621966790422e-05
63247,-0.000141188077371068,-1.25558311661056e-05
63248,-0.000237439055857935,-2.13990010089482e-05
63249,-0.000412617833117968,-3.70868701339289e-05
63250,-0.000940534021283024,-8.36600931269915e-05
63251,-0.00139897035967196,-0.00011430097152898
63252,-0.00196567693787797,-0.000148716455570019
63253,-0.001711750882751,-0.000116043004085964
63254,-0.00135063988086903,-8.42624090260369e-05
63255,-0.00195923551510502,-0.000102851942258009
63256,-0.00224113245222202,-9.74563498229442e-05
63257,-0.005598901047835,-0.00027986465563401
63258,-0.0149558641312451,-0.000813144549279055
63259,-0.028441043954926,-0.00168495800972901
63260,-0.050459928883738,-0.00375195347699198
63261,-0.0958068477969211,-0.00957742971496001
63262,-0.101157368050291,-0.027961464223701
63290,-4.04010158661094e-13,-2.99760216648792e-15
63291,-1.67976743625786e-13,-9.99200722162641e-16
63292,-6.99440505513849e-15,0
63293,-3.99680288865056e-15,0
63294,-9.99200722162641e-15,0
63295,-2.39808173319034e-14,0
63296,-5.79536418854332e-14,0
63297,-5.79536418854332e-14,0
63298,-1.4299672557172e-13,-9.99200722162641e-16
63299,-1.26010313294955e-13,-9.99200722162641e-16
63300,-3.1596947280832e-13,-2.99760216648792e-15
63301,-1.99840144432528e-14,0
63302,-2.99760216648792e-15,0
63307,-5.49560397189452e-14,0
63308,-6.89448498292222e-14,-9.99200722162641e-16
63309,-6.59472476627343e-14,-9.99200722162641e-16
63310,-8.00470800754738e-14,-9.99200722162641e-16
63311,-5.49560397189452e-14,0
63312,-1.75504055732745e-12,-2.19824158875781e-14
63313,-1.79120052123949e-11,-2.12940776123105e-13
63314,-2.32631025554042e-10,-3.89999144090325e-12
63315,-1.4154589722537e-09,-2.83220114027927e-11
63316,-1.08725419778466e-08,-2.7226598753316e-10
63317,-2.52472323047925e-07,-9.08337394189829e-09
63318,-3.78440131598712e-06,-1.28910435992502e-07
63319,-4.57061007769211e-05,-2.13478711796888e-06
63320,-0.000133424710709096,-7.64462836799762e-06
63321,-0.000300213617781986,-1.9573177685972e-05
63322,-0.00287919320922303,-0.000247424925522988
63323,-0.00862609117068103,-0.00100268617575205
63324,-0.00419220586832603,-0.000595063855900024
63325,-0.000395091085091059,-4.64878777139965e-05
63326,-9.46061464360826e-05,-8.72467447410319e-06
63327,-4.16073967860475e-05,-3.0537311459522e-06
63328,-7.45800365470339e-05,-5.59450907400283e-06
63329,-0.000151914845682,-1.21091419730268e-05
63330,-0.000452091228262064,-4.00946244910605e-05
63331,-0.00119070326817405,-9.98567735310818e-05
63332,-0.00191832213764698,-0.000149200242751002
63333,-0.00171333055286504,-0.000117709323052995
63334,-0.00159453838081702,-9.97091399920214e-05
63335,-0.00183971327659704,-9.78786375319673e-05
63336,-0.00215218254721194,-9.73196893049311e-05
63337,-0.00308076063690499,-0.000145219260137996
63338,-0.00747143408834805,-0.000385932141576006
63339,-0.0222286468587639,-0.0012721571949299
63340,-0.040035963097428,-0.00259500708879101
63341,-0.0832877580626881,-0.00711457180922204
63342,-0.115867980056397,-0.0184677622805509
63343,0.067588548123741,-0.011143768362594
63372,-2.20046203480706e-13,-1.99840144432528e-15
63373,-1.12021503184678e-13,-9.99200722162641e-16
63374,-8.99280649946377e-15,0
63375,-5.99520433297585e-15,0
63376,-1.3988810110277e-14,0
63377,-3.49720252756924e-14,0
63378,-6.09512440519211e-14,0
63379,-7.40518757424979e-14,0
63380,-7.00550728538474e-14,0
63381,-6.29496454962464e-14,0
63382,-1.3988810110277e-14,0
63383,-2.99760216648792e-15,0
63389,-3.99680288865056e-14,0
63390,-4.59632332194815e-14,0
63391,-3.49720252756924e-14,0
63392,-9.30366894635881e-14,-9.99200722162641e-16
63393,-1.0369483049999e-12,-1.29896093881143e-14
63394,-1.15729648086926e-11,-1.86961557346876e-13
63395,-5.17579090697495e-10,-8.91098306254889e-12
63396,-1.01934098939438e-08,-2.54922971620886e-10
63397,-3.00815020670697e-08,-8.9953100523843e-10
63398,-3.32919587009428e-07,-1.23897589965338e-08
63399,-3.65690311698863e-06,-1.2764415202593e-07
63400,-1.45292696039911e-05,-6.13187519982183e-07
63401,-0.000100453061026018,-5.52117745100666e-06
63402,-0.000254642042600062,-1.67992945130369e-05
63403,-0.00188121877013392,-0.000171552122225971
63404,-0.00771541964602196,-0.000845330853799009
63405,-0.00129618968877498,-0.000148099662745982
63406,-0.000668022963072001,-8.40900839260694e-05
63407,-3.65592000349801e-05,-2.96151899803476e-06
63408,-0.000165383693467969,-1.51911193300158e-05
63409,-1.75114136650167e-05,-9.61975190061359e-07
63410,-4.77595860580715e-05,-3.10734001207624e-06
63411,-0.000302123885209005,-2.51531982949915e-05
63412,-0.000851807998948018,-7.21798879059765e-05
63413,-0.00165168771287205,-0.000132651931507022
63414,-0.00184344938547598,-0.000133295977041925
63415,-0.00149749947439304,-9.69773034720234e-05
63416,-0.00151497780913801,-8.89608524450303e-05
63417,-0.00195885439801302,-9.40127228910015e-05
63418,-0.00257367628910599,-0.000111277225995909
63419,-0.00735154693630691,-0.000368179211234998
63420,-0.0214852493643359,-0.00118266787372201
63421,-0.038780303167407,-0.00227574527751995
63422,-0.070780963458315,-0.00512981098082299
63424,-0.077028653504291,-0.019966247860853
63453,-1.45994327738208e-13,-9.99200722162641e-16
63454,-3.84026144217842e-13,-2.99760216648792e-15
63455,-3.59712259978551e-14,0
63456,-5.99520433297585e-15,0
63457,-7.99360577730113e-15,0
63458,-1.69864122767649e-14,0
63459,-5.09592368302947e-14,0
63460,-5.09592368302947e-14,0
63461,-4.89608353859694e-14,0
63462,-2.79776202205539e-14,0
63463,-9.99200722162641e-16,0
63470,-2.79776202205539e-14,0
63471,-3.09752223870419e-14,0
63472,-2.4980018054066e-14,0
63473,-8.30446822419617e-14,-9.99200722162641e-16
63474,-3.95017352161631e-13,-3.99680288865056e-15
63475,-7.76601005725297e-12,-1.20015108961979e-13
63476,-2.20612972334777e-10,-3.25006688228768e-12
