HID,CDD_present,CDD_future,outlier_marker
110471,706.369727,914.609689,pf
110472,706.775587,747.172201,pf
110473,734.092416,711.445506,pf
110474,696.957004,699.355599,pf
110475,671.834367,699.186963,pf
110476,568.662031,514.616785,pf
110477,498.035652,471.419025,pf
110478,443.688702,424.526477,pf
110543,298.8732,401.158719,f
110544,339.246808,460.882104,f
110545,385.153936,524.305405,pf
110546,456.044406,592.595223,pf
110547,523.2079,704.395019,pf
110548,641.483187,874.151992,pf
110549,725.325309,1140.943274,pf
110550,766.973774,1353.689887,pf
110551,766.349059,1341.20849,pf
110552,777.31946,1285.571584,pf
110553,790.444243,715.441826,pf
110554,774.417455,797.718441,pf
110555,772.025798,808.802826,pf
110556,756.251007,776.363417,pf
110557,702.29396,718.830722,pf
110558,597.642637,577.597224,pf
110559,527.817397,497.95057,pf
110560,389.214398,398.934564,pf
110625,309.817144,411.739083,f
110626,354.235859,460.649734,f
110627,387.929468,521.267315,pf
110628,457.71879,595.332956,pf
110629,566.289821,739.701406,pf
110630,673.645746,954.12091,pf
110631,773.156213,1362.400473,pf
110632,796.806583,1473.547436,pf
110633,840.870822,1525.042679,pf
110634,815.164128,1158.192901,pf
110635,836.544521,996.983924,pf
110636,802.866204,842.472026,pf
110637,805.823496,869.308641,pf
110638,759.656145,795.509897,pf
110639,705.585864,734.82424,pf
110640,595.281862,577.894922,pf
110641,494.503361,465.42086,pf
110642,380.93148,397.099532,pf
110705,284.914495,376.820476,f
110706,325.163018,427.491689,f
110707,358.214482,467.806065,f
110708,424.63697,559.520621,pf
110709,503.787487,665.228673,pf
110710,602.215755,790.562883,pf
110711,723.361735,1171.27266,pf
110712,787.247193,1425.800143,pf
110713,863.187532,1631.798609,pf
110714,827.627612,1352.950785,pf
110715,841.992433,1085.859298,pf
110716,883.790228,936.866057,pf
110717,849.498311,968.428815,pf
110718,851.426109,957.313154,pf
110719,853.005277,931.357514,pf
110720,712.090169,729.125383,pf
110721,608.738037,601.346193,pf
110722,500.328131,492.354138,pf
110723,383.003759,396.509894,pf
110787,299.83777,395.294792,f
110788,340.798377,440.580972,f
110789,392.382823,516.424115,pf
110790,433.999752,572.751637,pf
110791,547.09942,706.638025,pf
110792,669.72441,977.313732,pf
110793,764.842892,1338.614691,pf
110794,843.445749,1628.895169,pf
110795,876.377708,1635.419983,pf
110796,872.898835,1270.114095,pf
110797,876.318114,1070.159602,pf
110798,873.082359,1003.778708,pf
110799,908.396279,1085.839425,pf
110800,894.239609,1045.900166,pf
110801,766.084151,815.614761,pf
110802,704.487513,680.16518,pf
110803,586.241758,559.543871,pf
110804,448.171834,456.914235,pf
110869,312.072002,397.106076,f
110870,340.559667,436.758883,f
110871,392.204778,516.913185,pf
110872,485.107201,636.050141,pf
110873,576.137758,786.569437,pf
110874,715.688442,1105.754449,pf
110875,779.501376,1453.133188,pf
110876,871.197229,1716.510382,pf
110877,912.740172,1566.31612,pf
110878,866.185303,1173.620007,pf
110879,919.773432,1076.719016,pf
110880,966.790103,1172.337101,pf
110881,904.879929,1108.840156,pf
110882,886.330261,1013.023956,pf
110883,827.5771,795.2779,pf
110884,704.885217,695.488261,pf
110885,568.164914,554.007714,pf
110886,409.471054,418.044863,pf
110949,288.568236,367.233796,f
110950,317.297014,406.244474,f
110951,366.788287,476.109437,pf
110952,422.362714,567.92427,pf
110953,504.277938,625.751656,pf
110954,628.835831,921.289848,pf
110955,753.727008,1279.343115,pf
110956,889.173549,1856.370156,pf
110957,903.867141,1728.936964,pf
110958,918.417593,1435.479442,pf
110959,926.866148,1191.346482,pf
110960,962.519826,1181.566792,pf
110961,975.719213,1192.277984,pf
110962,956.831748,1213.752007,pf
110963,908.919562,1042.823704,pf
110964,813.75424,794.052165,pf
110965,676.623872,677.053198,pf
110966,516.824156,517.994228,pf
110967,369.764461,373.510965,pf
111031,300.119504,377.723724,f
111032,343.10042,457.494601,f
111033,372.247687,489.206458,pf
111034,449.817389,611.792785,pf
111035,563.709204,784.567255,pf
111036,692.669827,1046.986086,pf
111037,825.081681,1603.971811,pf
111038,911.89543,1945.074965,pf
111039,945.16918,1664.471875,pf
111040,969.972544,1455.878205,pf
111041,949.207618,1207.429941,pf
111042,972.787877,1197.796303,pf
111043,1009.375591,1318.720791,pf
111044,927.237852,1162.62502,pf
111045,886.560705,931.159434,pf
111046,780.329456,771.592222,pf
111047,662.389603,635.918242,pf
111048,439.041937,422.944659,pf
111113,301.745269,385.002778,f
111114,344.798609,462.224806,f
111115,405.014403,559.795887,pf
111116,476.79307,632.003464,pf
111117,586.706894,849.015718,pf
111118,689.57089,1162.617344,pf
111119,876.957463,1787.770349,pf
111120,972.350538,1868.923046,pf
111121,971.006612,1680.072828,pf
111122,962.15328,1366.363225,pf
111123,1008.807901,1302.661787,pf
111124,1031.719793,1294.4589,pf
111125,1015.896928,1345.582088,pf
111126,929.463547,1171.720296,pf
111127,884.328085,966.735995,pf
111128,797.149137,781.474614,pf
111129,596.660653,591.84511,pf
111130,426.162058,419.24512,pf
111193,291.714997,365.563029,f
111194,327.946883,447.430246,f
111195,364.456666,488.772721,f
111196,417.017934,619.280627,pf
111197,516.365898,709.946436,pf
111198,639.025891,1014.14757,pf
111199,798.62533,1575.909284,pf
111200,903.957509,1830.93535,pf
111201,1019.141145,1906.962653,pf
111202,995.640793,1552.049922,pf
111203,1035.18504,1468.983388,pf
111204,1019.939331,1327.26321,pf
111205,1054.483951,1404.719951,pf
111206,1045.059091,1410.416812,pf
111207,925.244096,1138.818553,pf
111208,856.249068,860.219558,pf
111209,702.310577,677.409066,pf
111210,545.996714,541.265131,pf
111275,306.737853,390.954062,f
111276,332.117759,454.102773,f
111277,385.452265,540.02794,pf
111278,464.371884,633.928858,pf
111279,551.382521,778.747646,pf
111280,716.623895,1312.751475,pf
111281,841.693263,1718.707937,pf
111282,969.605412,1959.561589,pf
111283,1008.92631,1848.402157,pf
111284,1042.405063,1571.984405,pf
111285,1074.666489,1415.979705,pf
111286,1102.721218,1483.591374,pf
111287,1061.852624,1461.048779,pf
111288,991.317419,1458.450912,pf
111289,911.587496,1007.211032,pf
111290,862.884102,898.064649,pf
111291,687.800949,713.841127,pf
111292,452.281445,439.168295,pf
111357,307.020768,402.429707,f
111358,366.044199,506.913594,pf
111359,401.927348,567.571845,pf
111360,491.157872,697.60122,pf
111361,586.459324,920.231857,pf
111362,778.657741,1509.341985,pf
111363,922.52041,1914.623662,pf
111364,981.785696,1969.733394,pf
111365,1031.836578,1665.64528,pf
111366,1133.847343,1573.199758,pf
111367,1146.224873,1517.353502,pf
111368,1103.230113,1493.44265,pf
111369,1060.946921,1476.679698,pf
111370,1051.725878,1368.80858,pf
111371,941.230556,1010.1737,pf
111372,788.659884,815.473214,pf
111373,577.301705,569.715904,pf
111374,373.87042,358.362453,p
111437,289.27249,368.696533,f
111438,322.825632,432.826955,f
111439,367.516839,517.240882,pf
111440,431.242335,601.274177,pf
111441,531.446211,790.221674,pf
111442,683.803186,1241.914786,pf
111443,808.37847,1574.687156,pf
111444,991.203173,2098.166954,pf
111445,1040.837705,1961.871194,pf
111446,1125.820193,1819.335535,pf
111447,1204.911228,1608.565343,pf
111448,1187.883209,1611.571383,pf
111449,1084.498722,1528.096918,pf
111450,1072.248193,1509.077733,pf
111451,1018.590354,1147.048988,pf
111452,864.956005,928.008049,pf
111453,721.384411,737.578208,pf
111454,480.325217,442.64387,pf
111519,300.568919,384.501492,f
111520,338.591044,462.994992,f
111521,394.346004,549.281998,pf
111522,461.520705,675.804913,pf
111523,588.296527,927.030753,pf
111524,707.572259,1319.398906,pf
111525,932.85704,1976.743282,pf
111526,1001.86997,2054.76702,pf
111527,1086.774814,2013.613947,pf
111528,1263.553081,1648.576639,pf
111529,1234.871615,1655.741679,pf
111530,1219.219209,1607.625029,pf
111531,1061.271526,1711.773066,pf
111532,1076.401274,1401.573612,pf
111533,1014.61546,1181.086563,pf
111534,850.805213,862.372993,pf
111535,605.292243,606.567445,pf
111536,443.836945,412.040269,pf
111601,327.02174,434.431831,f
111602,351.289012,493.292499,f
111603,420.193027,581.86159,pf
111604,483.325084,701.247687,pf
111605,647.209306,1101.845285,pf
111606,830.122834,1715.658417,pf
111607,947.377354,2027.438725,pf
111608,1057.646547,2465.462515,pf
111609,1187.476885,1912.326949,pf
111610,1256.244026,1776.692971,pf
111611,1315.572763,1723.777912,pf
111612,1239.378102,1739.333993,pf
111613,1111.169783,1587.309587,pf
111614,1042.690725,1355.392176,pf
111615,904.942917,990.712118,pf
111616,750.279401,756.097902,pf
111617,517.091012,480.297204,pf
111681,286.727311,370.210123,f
111682,329.745328,429.583352,f
111683,367.043569,518.077372,pf
111684,439.050181,636.698758,pf
111685,558.342661,848.443724,pf
111686,660.416806,1170.948625,pf
111687,850.657401,1745.025731,pf
111688,989.06648,2111.128665,pf
111689,1138.506394,2142.652241,pf
111690,1260.299966,1880.364065,pf
111691,1339.16494,1740.453084,pf
111692,1317.808005,1750.456752,pf
111693,1241.681429,1705.040981,pf
111694,1101.722033,1493.759966,pf
111695,995.600127,1233.959445,pf
111696,889.038837,959.816892,pf
111697,618.075425,622.698436,pf
111698,427.132623,407.090704,pf
111763,310.922949,405.535045,f
111764,343.791114,474.473172,f
111765,392.706413,550.192534,pf
111766,477.326251,684.064788,pf
111767,575.390922,898.683729,pf
111768,765.927861,1511.922609,pf
111769,884.707394,1839.426461,pf
111770,1048.750877,2213.635237,pf
111771,1262.726989,2076.488128,pf
111772,1337.034496,1764.730129,pf
111773,1344.385488,1729.526982,pf
111774,1328.734851,1801.208176,pf
111775,1237.024755,1698.882128,pf
111776,1094.893827,1506.964862,pf
111777,967.71669,1198.091613,pf
111778,746.428866,859.564402,pf
111779,532.742392,512.777646,pf
111844,286.318238,380.299387,f
111845,315.014864,411.931087,f
111846,354.945007,496.526346,f
111847,419.407805,589.746249,pf
111848,522.651684,768.178323,pf
111849,679.242742,1189.524158,pf
111850,814.949477,1645.956115,pf
111851,939.150085,2008.188002,pf
111852,1119.614218,2044.809975,pf
111853,1255.292499,1975.810807,pf
111854,1380.197219,1763.450572,pf
111855,1387.519348,1758.701029,pf
111856,1322.97955,1753.864396,pf
111857,1181.601038,1666.739879,pf
111858,999.579404,1349.102377,pf
111859,871.951802,1050.274696,pf
111860,645.260285,671.128495,pf
111861,392.71352,372.911586,pf
111925,284.511825,381.503429,f
111926,316.438683,427.121238,f
111927,372.497934,514.428062,pf
111928,450.128353,635.756908,pf
111929,530.649387,803.620187,pf
111930,689.093782,1189.611793,pf
111931,877.583892,1814.667734,pf
111932,1010.383917,2046.940919,pf
111933,1214.54119,2075.938286,pf
111934,1371.348916,1780.898542,pf
111935,1386.296479,1685.212779,pf
111936,1389.552443,1779.613894,pf
111937,1374.913943,1929.39205,pf
111938,1141.450923,1544.552816,pf
111939,970.093772,1308.618725,pf
111940,752.44173,879.691333,pf
111941,562.292848,584.784932,pf
112007,300.765605,396.978128,f
112008,321.37947,437.735136,f
112009,391.162645,546.987059,pf
112010,463.299655,659.301812,pf
112011,612.616664,945.269118,pf
112012,746.015058,1421.673219,pf
112013,891.47411,1896.173593,pf
112014,1105.637974,2080.564944,pf
112015,1262.388302,1969.713276,pf
112016,1389.720752,1737.479043,pf
112017,1479.29177,1633.182924,pf
112018,1402.107734,1783.843802,pf
112019,1278.12485,1831.34313,pf
112020,1034.246126,1441.052214,pf
112021,816.371921,1016.487128,pf
112022,669.042117,728.58984,pf
112023,400.060193,388.900665,pf
112089,309.411528,418.914387,f
112090,351.520743,487.942709,f
112091,422.286786,585.389107,pf
112092,531.36127,789.381477,pf
112093,663.498871,1060.749348,pf
112094,796.762983,1603.135841,pf
112095,933.126386,1871.060143,pf
112096,1161.256806,2091.724451,pf
112097,1333.036915,1797.798189,pf
112098,1471.888649,1568.134014,pf
112099,1456.031759,1650.175057,pf
112100,1447.979114,2051.101922,pf
112101,1129.357884,1610.395119,pf
112102,1010.504764,1487.411881,pf
112103,802.665185,863.844142,pf
112104,523.170887,556.224488,pf
112105,392.058885,384.819753,pf
112169,286.774136,380.535996,f
112170,318.434742,431.092386,f
112171,363.19805,516.730703,f
112172,425.052595,592.871602,pf
112173,538.332595,784.35816,pf
112174,718.376958,1347.810343,pf
112175,833.477585,1658.520448,pf
112176,1074.115146,2099.52047,pf
112177,1230.298902,1830.023021,pf
112178,1328.283823,1728.481006,pf
112179,1601.397431,1434.514187,pf
112180,1410.602243,1659.453334,pf
112181,1269.166266,1718.153315,pf
112182,1071.708835,1703.174869,pf
112183,887.581891,1221.42314,pf
112184,631.574519,709.22889,pf
112185,433.296629,437.050938,pf
112251,298.583067,402.372226,f
112252,327.855182,451.447114,f
112253,393.08589,554.662132,pf
112254,472.550077,671.000342,pf
112255,588.234146,901.841285,pf
112256,709.770936,1230.912841,pf
112257,892.847303,1846.154413,pf
112258,1042.469448,1880.295062,pf
112259,1214.904752,1742.335916,pf
112260,1397.050147,1498.083416,pf
112261,1451.723782,1472.016408,pf
112262,1371.763166,1602.825142,pf
112263,1109.547819,1758.232973,pf
112264,927.421638,1387.922275,pf
112265,799.362397,1153.36407,pf
112266,517.040735,544.648466,pf
112333,311.810921,425.555287,f
112334,342.037636,488.858071,f
112335,423.707414,585.63585,pf
112336,506.196107,739.766049,pf
112337,623.913091,1039.593869,pf
112338,802.812047,1630.494973,pf
112339,933.39556,1840.239253,pf
112340,1128.835693,1736.203156,pf
112341,1299.494503,1555.858787,pf
112342,1402.935162,1464.735978,pf
112343,1437.478444,1302.978045,pf
112344,1241.369924,1638.152363,pf
112345,1122.517223,1679.69225,pf
112346,923.32014,1406.789453,pf
112347,670.979668,909.032552,pf
112348,491.496169,530.832554,pf
112413,280.05453,366.991569,f
112414,315.471363,429.507702,f
112415,353.265863,497.573725,f
112416,454.72278,632.311412,pf
112417,579.197641,935.613902,pf
112418,654.288362,1131.473568,pf
112419,735.961498,1849.447411,pf
112420,992.012094,1810.273624,pf
112421,1107.964534,1627.036675,pf
112422,1282.266793,1461.700113,pf
112423,1375.658042,1363.961936,pf
112424,1336.817847,1495.440801,pf
112425,1196.204666,1617.221671,pf
112426,981.10664,1536.974512,pf
112427,776.067429,1186.852577,pf
112428,580.338421,686.357153,pf
112495,289.933962,382.984083,f
112496,331.825138,460.547718,f
112497,376.526329,512.575426,pf
112498,458.490343,631.127627,pf
112499,570.089831,888.255268,pf
112500,686.661135,1388.999315,pf
112501,862.843607,1757.801213,pf
112502,1033.721953,1732.247551,pf
112503,1204.277182,1432.195943,pf
112504,1322.120488,1367.533691,pf
112505,1346.53681,1336.831888,pf
112506,1320.113017,1434.009734,pf
112507,1057.986634,1624.230832,pf
112508,955.556434,1490.046556,pf
112509,699.655238,992.690828,pf
112510,475.068272,573.527422,pf
112577,303.386845,407.833674,f
112578,347.714137,483.393466,f
112579,402.998331,549.458695,pf
112580,511.376796,742.109615,pf
112581,626.711048,1087.583157,pf
112582,718.568435,1452.15327,pf
112583,875.55019,1864.111456,pf
112584,1086.837076,1450.243881,pf
112585,1173.357999,1347.212256,pf
112586,1315.620182,1166.064169,pf
112587,1270.145447,1421.020086,pf
112588,1237.19738,1596.287351,pf
112589,1037.719187,1764.301081,pf
112590,849.382092,1271.60786,pf
112591,618.096353,796.45596,pf
112658,306.589313,410.683819,f
112659,368.534695,504.186707,pf
112660,457.944379,638.086435,pf
112661,523.4629,745.824645,pf
112662,636.933315,1182.226089,pf
112663,776.513063,1505.894555,pf
112664,883.278675,1605.229797,pf
112665,1050.885945,1349.692964,pf
112666,1198.77814,1152.972676,pf
112667,1271.701216,1277.586949,pf
112668,1228.25909,1367.870336,pf
112669,1086.469773,1878.70702,pf
112670,977.16264,1558.751412,pf
112671,753.811361,1097.393322,pf
112672,492.093295,603.943306,pf
112739,292.437331,377.961028,f
112740,329.874507,457.691029,f
112741,372.341797,507.066266,pf
112742,456.276245,627.558731,pf
112743,543.084451,882.53744,pf
112744,697.115384,1306.231667,pf
112745,807.883893,1477.108218,pf
112746,939.409973,1334.787643,pf
112747,1119.652251,1262.363302,pf
112748,1232.38699,1138.374379,pf
112749,1203.770513,1199.97616,pf
112750,1161.497994,1557.075673,pf
112751,1070.262037,1853.928133,pf
112752,899.910861,1423.709638,pf
112753,686.989345,962.020515,pf
112821,303.734562,398.556856,f
112822,337.125469,466.24326,f
112823,415.359954,573.837894,pf
112824,492.433435,751.862567,pf
112825,585.834995,1023.608961,pf
112826,708.244459,1261.377011,pf
112827,855.690288,1326.583687,pf
112828,949.412312,1288.177094,pf
112829,1081.374041,1120.378177,pf
112830,1183.475159,1094.081949,pf
112831,1210.25947,1302.815061,pf
112832,1116.937756,1677.001639,pf
112833,994.927946,1592.292559,pf
112834,809.369754,1281.845354,pf
112902,317.775507,427.131228,f
112903,375.28412,501.328281,pf
112904,424.878264,589.754085,pf
112905,521.914888,828.911199,pf
112906,614.931215,1077.501759,pf
112907,727.6669,1246.676567,pf
112908,904.601561,1268.614515,pf
112909,999.985963,1133.472439,pf
112910,1128.230921,1132.856785,pf
112911,1191.554895,1164.423134,pf
112912,1208.749803,1419.690516,pf
112913,1124.271042,1574.964914,pf
112914,986.448015,1572.094591,pf
112915,685.795777,982.057109,pf
112983,297.764711,379.100409,f
112984,320.365618,424.024507,f
112985,375.757571,491.792645,pf
112986,481.868576,738.061567,pf
112987,552.224669,935.072298,pf
112988,659.78957,1123.678761,pf
112989,795.214874,1169.318009,pf
112990,892.383409,1223.680547,pf
112991,1012.33027,1101.998777,pf
112992,1128.790973,1064.087865,pf
112993,1175.366187,1267.948693,pf
112994,1203.200362,1453.520925,pf
112995,1063.012482,1580.511875,pf
112996,857.449414,1353.384391,pf
113065,300.923052,384.510729,f
113066,345.890407,453.844956,f
113067,407.4076,543.548367,pf
113068,458.596748,677.465343,pf
113069,600.668572,985.664501,pf
113070,690.755492,1074.386936,pf
113071,802.596859,1155.081429,pf
113072,929.275924,1153.391317,pf
113073,1017.665842,1052.062069,pf
113074,1146.564506,1145.5834,pf
113075,1207.898311,1325.982975,pf
113076,1114.134738,1547.874186,pf
113077,1002.928689,1511.570756,pf
113146,327.8937,416.207848,f
113147,353.313103,460.486006,f
113148,439.124205,584.36873,pf
113149,534.888671,804.906524,pf
113150,636.075063,955.867342,pf
113151,743.444004,1067.677157,pf
113152,850.464779,1146.421682,pf
113153,938.218004,1112.142904,pf
113154,1097.47267,1038.082797,pf
113155,1174.822336,1220.100113,pf
113156,1157.181475,1366.795084,pf
113157,1108.42646,1541.932905,pf
113158,896.392223,1316.973299,pf
113228,328.975885,413.995006,f
113229,409.7682,533.883188,pf
113230,460.079043,627.332121,pf
113231,572.579878,779.471493,pf
113232,679.542414,994.648455,pf
113233,731.719543,1042.772798,pf
113234,842.065835,1228.606113,pf
113235,976.171644,1050.072706,pf
113236,1076.111007,1035.876436,pf
113237,1164.741137,1261.809501,pf
113238,1139.18765,1512.202539,pf
113239,1008.460325,1427.141735,pf
113309,310.490439,381.155987,f
113310,349.384018,440.023736,f
113311,425.932913,535.352275,pf
113312,506.190285,668.018942,pf
113313,572.184533,753.330354,pf
113314,669.017711,935.29436,pf
113315,787.444495,1156.120479,pf
113316,893.883885,1077.247754,pf
113317,987.433308,1035.616631,pf
113318,1171.238525,1047.151415,pf
113319,1154.121226,1418.477867,pf
113320,1132.775897,1444.593715,pf
113390,324.505221,400.703408,f
113391,394.300528,478.010776,pf
113392,461.914487,598.838803,pf
113393,528.576074,680.484826,pf
113394,631.0388,817.164454,pf
113395,727.162886,1032.107586,pf
113396,776.392155,1084.771958,pf
113397,877.6077,1024.635466,pf
113398,1022.097107,1011.904208,pf
113399,1111.968423,1130.86878,pf
113400,1182.01423,1378.31768,pf
113401,1035.719453,1523.309976,pf
113472,356.185505,427.003203,f
113473,405.913912,488.073407,pf
113474,468.241883,576.378911,pf
113475,568.276871,746.514985,pf
113476,625.21203,881.222461,pf
113477,707.776463,1025.104036,pf
113478,796.085782,1031.576408,pf
113479,935.594825,1009.898278,pf
113480,1033.512112,1041.525216,pf
113481,1194.020768,1308.114954,pf
113482,1070.139931,1453.878305,pf
113553,308.426232,365.178459,f
113554,357.542623,415.27006,f
113555,420.162921,501.963051,pf
113556,502.376692,647.141199,pf
113557,588.677864,794.799563,pf
113558,663.036057,968.568573,pf
113559,759.830857,1034.498836,pf
113560,813.940412,980.94338,pf
113561,873.161193,925.465117,pf
113562,1071.663808,1123.403562,pf
113563,1148.054505,1305.297579,pf
113634,335.694914,386.287978,f
113635,385.660135,459.223475,pf
113636,446.663959,531.318614,pf
113637,545.018748,675.191599,pf
113638,607.228523,883.785522,pf
113639,646.97197,945.794838,pf
113640,725.897736,990.079883,pf
113641,828.372013,906.622859,pf
113642,992.44248,1004.153518,pf
113643,1081.003329,1191.53346,pf
113644,1090.740404,1375.543127,pf
113716,342.367873,391.032843,f
113717,400.855544,462.751189,pf
113718,470.797459,582.625431,pf
113719,547.066359,724.032249,pf
113720,621.618305,923.298132,pf
113721,675.332195,958.847243,pf
113722,782.909937,914.626746,pf
113723,844.526823,916.048985,pf
113724,978.943787,1015.991196,pf
113725,1075.772332,1278.856162,pf
113798,372.291092,422.963023,pf
113799,428.15176,499.201269,pf
113800,504.048093,639.236767,pf
113801,570.584499,889.820653,pf
113802,632.722306,910.550478,pf
113803,678.93612,931.670642,pf
113804,768.508714,869.866478,pf
113805,901.310169,928.284113,pf
113806,1027.247687,1085.173113,pf
113878,330.206769,378.170865,f
113879,373.693679,413.430985,pf
113880,432.13631,534.031342,pf
113881,509.685021,687.705463,pf
113882,576.180388,867.233814,pf
113883,621.526378,831.63917,pf
113884,708.844849,834.497596,pf
113885,819.954784,899.181043,pf
113886,947.472589,986.994826,pf
113887,1086.727384,1215.604398,pf
113960,345.348928,391.732506,f
113961,384.444158,443.520428,pf
113962,462.253351,591.51663,pf
113963,534.906766,769.9967,pf
113964,600.71711,806.904718,pf
113965,648.679303,822.020702,pf
113966,717.492294,826.382773,pf
113967,828.734969,891.421977,pf
113968,992.20634,1031.470846,pf
114041,321.018539,370.012865,f
114042,356.346574,406.791191,f
114043,391.584761,489.475106,pf
114044,475.486617,620.522254,pf
114045,539.359107,727.976148,pf
114046,603.99978,787.965936,pf
114047,637.867039,738.517191,pf
114048,720.200513,780.26051,pf
114049,893.069631,954.778133,pf
114122,323.102741,378.088715,f
114123,369.703961,423.897905,pf
114124,415.87723,510.884333,pf
114125,501.563049,663.382481,pf
114126,568.018892,731.46851,pf
114127,615.288188,714.166493,pf
114128,666.778952,757.017614,pf
114129,769.403608,834.816833,pf
114130,932.277672,956.610731,pf
114204,347.98152,395.118064,f
114205,383.708735,463.175393,pf
114206,445.742635,547.997902,pf
114207,514.372789,626.733243,pf
114208,560.647776,678.79201,pf
114209,594.25227,669.677005,pf
114210,694.0169,746.115279,pf
114211,812.369209,853.532837,pf
114286,344.713739,374.43073,f
114287,408.254971,486.023924,pf
114288,456.765706,552.116453,pf
114289,520.13695,613.918578,pf
114290,586.491786,660.253939,pf
114291,635.87584,696.388138,pf
114292,734.063474,776.525006,pf
114367,379.435315,447.84091,pf
114368,420.279262,503.00128,pf
114369,492.443986,555.794948,pf
114370,557.042056,617.356074,pf
114371,576.70854,628.195765,pf
114372,626.195258,670.757316,pf
114373,779.867114,819.26428,pf
114449,368.646809,402.013655,pf
114450,453.777412,520.325372,pf
114451,486.875067,527.532129,pf
114452,548.339725,577.759053,pf
114453,585.947297,630.456362,pf
114454,656.318732,695.505109,pf
114530,346.413764,376.920942,f
114531,393.284312,423.301377,pf
114532,467.495209,506.51279,pf
114533,523.186551,547.310021,pf
114534,567.467588,605.345151,pf
114535,604.243534,640.166961,pf
114611,361.97094,388.531296,f
114612,429.786719,456.63467,pf
114613,485.740591,512.678262,pf
114614,505.753291,527.263352,pf
114615,539.055329,579.35237,pf
114616,632.701426,667.822282,pf
114693,388.91434,416.687357,pf
114694,438.88752,458.813717,pf
114695,478.662449,491.475943,pf
114696,518.14807,547.07918,pf
114697,592.307815,623.228994,pf
114774,355.038711,380.029719,f
114775,405.634685,425.180866,pf
114776,461.166983,460.736082,pf
114777,495.066734,516.84092,pf
114778,512.348162,534.90321,pf
114855,366.06388,384.804617,pf
114856,426.279783,445.306934,pf
114857,454.060392,467.417292,pf
114858,481.272327,495.845132,pf
114859,547.064503,574.853908,pf
114937,385.638687,410.829991,pf
114938,433.019129,453.693679,pf
114939,459.30409,467.096591,pf
114940,501.402999,517.539307,pf
115018,351.246171,371.480683,f
115019,406.016159,445.375395,pf
115020,437.622162,452.500929,pf
115021,459.419153,469.747928,pf
115099,367.153291,393.834134,pf
115100,408.870085,438.80302,pf
115101,436.930538,452.990972,pf
115102,475.817215,478.988637,pf
115181,385.178717,419.11977,pf
115182,413.107839,439.769685,pf
115183,442.364916,447.321045,pf
115262,349.600113,367.159071,f
115263,383.616461,399.613161,pf
115264,413.730833,428.902087,pf
115343,364.298325,381.029972,f
115344,396.022852,415.725031,pf
115345,420.224643,402.366502,pf
115425,361.996548,373.649647,f
115426,390.591584,389.695479,pf
115507,373.611607,380.75148,pf
115588,377.180588,362.663144,p
144511,379.845181,175.954235,p
144592,387.351645,187.693498,p
144593,376.913445,169.841248,p
144672,390.665199,195.365696,p
144673,413.540393,190.26641,p
144674,368.906552,164.135924,p
144753,378.922099,200.726753,p
144754,423.296952,206.225618,p
144755,444.24488,190.807392,p
144835,414.51783,208.572839,p
144836,459.536054,213.072598,p
144837,436.174451,181.776897,p
144915,395.416226,207.881653,p
144916,459.684696,224.311875,p
144917,489.855359,213.84198,p
144918,402.71328,174.888072,p
144997,428.940919,216.340911,p
144998,515.712678,239.717192,p
144999,518.753693,215.676008,p
145078,395.586861,211.920656,p
145079,489.688785,235.379497,p
145080,559.464404,243.050965,p
145081,463.566151,194.029444,p
145159,452.650772,220.356208,p
145160,595.250142,263.578101,p
145161,595.586808,232.312965,p
145162,412.663702,181.578892,p
145240,395.883543,220.27879,p
145241,551.896752,246.16882,p
145242,676.744989,262.392049,p
145243,548.591988,212.421627,p
145244,367.091946,167.602835,p
145322,507.69087,238.934924,p
145323,711.552459,270.708872,p
145324,669.358845,233.137751,p
145325,447.142462,191.843105,p
145402,465.329067,251.744226,p
145403,673.229472,262.593781,p
145404,786.937376,260.702881,p
145405,577.043355,209.959523,p
145406,397.3712,176.588655,p
145483,434.889114,251.278397,p
145484,632.166571,273.532848,p
145485,828.655656,278.45251,p
145486,686.347797,221.865409,p
145487,459.411118,194.626952,p
145564,368.790797,225.97072,p
145565,566.066352,278.892954,p
145566,840.61525,295.149592,p
145567,812.864988,253.808325,p
145568,585.551306,209.168109,p
145569,384.715623,171.215636,p
145645,492.45021,265.774535,p
145646,734.030629,298.80055,p
145647,893.126857,280.641743,p
145648,695.253343,221.51844,p
145649,464.27176,192.17673,p
145726,402.455893,246.619039,p
145727,660.113621,293.24796,p
145728,889.072425,300.166224,p
145729,789.356057,253.869236,p
145730,570.47249,207.894055,p
145731,370.255108,165.234998,p
145808,505.649895,259.544355,p
145809,823.15533,311.13002,p
145810,874.995324,278.189803,p
145811,638.051869,224.023838,p
145812,442.532756,184.59198,p
145888,442.453874,242.986447,p
145889,728.16486,292.359299,p
145890,874.609914,294.591374,p
145891,733.522088,252.203217,p
145892,505.243635,197.144368,p
145970,618.847323,267.136969,p
145971,869.813919,302.622272,p
145972,781.0369,270.14619,p
145973,569.280051,218.164518,p
145974,412.564031,173.060064,p
146051,514.387095,247.632205,p
146052,831.726732,296.436293,p
146053,858.909768,297.07004,p
146054,622.058061,234.859139,p
146055,471.836505,186.583351,p
146131,372.397336,219.411465,p
146132,788.708879,291.752867,p
146133,941.735699,311.012705,p
146134,728.571492,266.87621,p
146135,505.913529,202.620353,p
146136,377.876472,163.594616,p
