HID	Elevation_Mean
44341	191.386707
44342	217.293549
44343	212.992852
44344	271.657225
44345	253.452637
44346	242.707011
44347	267.372784
44348	276.985150
44349	328.062236
44350	357.142889
44351	353.716215
44352	374.379490
44353	422.624464
44354	492.478394
44355	567.855521
44356	631.180239
44357	774.896119
44358	1250.642838
44359	1724.345853
44360	1339.405815
44361	1213.743752
44362	1369.185566
44363	848.485432
44364	522.606155
44365	504.546566
44366	586.230756
44367	676.200177
44368	634.241132
44369	588.341304
44370	605.873312
44371	606.905674
44372	278.059877
44373	-106.412218
44374	-394.073790
44375	-351.765772
44376	-366.859652
44377	-2599.460938
44378	-3222.585396
44379	-2492.277156
44380	-2150.384992
44381	-2402.542661
44382	-849.311449
44383	210.647478
44384	744.566438
44385	1201.237375
44386	682.231983
44387	697.694895
44388	81.339553
44389	214.656041
44390	-3467.823475
44391	-3057.506397
44392	-3032.699424
44393	-3343.166738
44394	-3376.900835
44395	-3586.252021
44396	-3395.032159
44397	-3379.795598
44398	-3548.606897
44399	-3743.877366
44400	-3901.909206
44401	-4139.071794
44402	-4267.959093
44403	-4557.681775
44404	-4102.370552
44405	-4191.094950
44406	-4423.057611
44407	-4757.167944
44408	-4998.153900
44409	-5031.007643
44410	-5103.069057
44411	-5114.908989
44412	-5096.869313
44413	-4987.443192
44414	-4903.465671
44415	-2371.598937
44416	-493.053495
44417	86.608630
44418	173.259963
44419	288.437032
44420	128.708324
44421	119.583640
44422	180.380749
44423	147.969195
44424	171.694656
44425	208.711187
44426	270.760490
44427	245.841710
44428	247.419890
44429	275.776401
44430	293.034491
44431	307.792977
44432	335.083884
44433	346.828271
44434	383.921739
44435	423.374747
44436	517.259149
44437	587.781785
44438	658.000542
44439	895.384170
44440	1185.236979
44441	1474.511688
44442	1234.037611
44443	1411.027931
44444	1219.131450
44445	656.550126
44446	529.728270
44447	507.846496
44448	613.986966
44449	661.944826
44450	625.012390
44451	601.087482
44452	580.356930
44453	704.606522
44454	174.696729
44455	-385.313785
44456	-320.416627
44457	-241.216998
44458	-1179.019530
44459	-3386.997634
44460	-3305.523802
44461	-2689.866029
44462	-2695.086547
44463	-1156.650265
44464	-367.961609
44465	812.230271
44466	1084.518301
44467	569.191461
44468	1025.748776
44469	552.682191
44470	104.721927
44471	-3498.738010
44472	-3332.591988
44473	-3136.309248
44474	-3400.959745
44475	-3579.096832
44476	-3518.921328
44477	-3610.820990
44478	-3526.557840
44479	-3663.139275
44480	-3543.471809
44481	-4110.613864
44482	-4097.873502
44483	-4516.554535
44484	-4402.043824
44485	-4265.357633
44486	-4193.077840
44487	-4212.017282
44488	-4569.186545
44489	-4905.389211
44490	-5006.444614
44491	-5120.780829
44492	-5134.649102
44493	-5119.233513
44494	-5088.516421
44495	-4997.545524
44496	-4941.613540
44497	-1848.858007
44498	-12.133451
44499	109.057234
44500	210.213926
44501	130.654540
44502	111.232664
44503	161.208403
44504	128.450537
44505	153.158585
44506	172.381792
44507	230.924894
44508	242.667792
44509	231.783446
44510	259.751334
44511	276.902637
44512	287.607636
44513	322.227879
44514	326.493616
44515	357.802653
44516	380.463960
44517	429.439656
44518	531.224569
44519	586.071612
44520	696.687429
44521	874.984879
44522	1101.809803
44523	1317.423447
44524	1120.133089
44525	1503.283338
44526	1014.911769
44527	589.456514
44528	521.802877
44529	521.329705
44530	615.912575
44531	666.601823
44532	628.051111
44533	644.938266
44534	534.721334
44535	532.965610
44536	-95.063659
44537	-498.032510
44538	-301.867682
44539	-392.918963
44540	-3760.078124
44541	-3379.462684
44542	-3060.916834
44543	-2759.710829
44544	-2579.755040
44545	-1052.979475
44546	686.665894
44547	1060.294148
44548	825.593155
44549	1018.512050
44550	861.639446
44551	115.031883
44552	-3359.387239
44553	-2745.504865
44554	-3214.585802
44555	-3504.769828
44556	-3569.332126
44557	-3678.432750
44558	-3736.178169
44559	-3647.977426
44560	-3608.382434
44561	-3818.765836
44562	-3998.684951
44563	-4202.425594
44564	-4427.667286
44565	-4547.571282
44566	-4289.281356
44567	-4264.627926
44568	-4350.849214
44569	-4813.098010
44570	-4987.509581
44571	-5065.331298
44572	-5159.480306
44573	-5137.938891
44574	-5115.845374
44575	-5103.597597
44576	-5088.831301
44577	-4695.038448
44578	-980.693283
44579	13.061850
44580	135.973672
44581	264.238538
44582	137.213368
44583	121.869463
44584	141.470738
44585	179.187934
44586	232.642139
44587	194.621642
44588	271.715474
44589	227.646533
44590	246.910582
44591	273.429243
44592	265.252268
44593	331.562104
44594	332.513925
44595	332.862582
44596	369.414929
44597	388.580877
44598	453.048118
44599	535.097921
44600	590.369033
44601	754.721869
44602	880.011548
44603	1070.300424
44604	1148.983921
44605	1208.937858
44606	1178.725929
44607	792.542341
44608	584.499690
44609	488.832777
44610	561.714332
44611	609.330857
44612	645.785058
44613	626.746709
44614	670.828264
44615	525.455925
44616	268.547788
44617	-548.489615
44618	-563.760173
44619	-307.945892
44620	-2132.098999
44621	-3539.809135
44622	-3421.613916
44623	-2959.154219
44624	-3270.457410
44625	-1225.503137
44626	165.432199
44627	1182.771736
44628	875.101295
44629	474.858427
44630	799.725462
44631	514.924387
44632	73.237379
44633	-3374.271718
44634	-3151.786490
44635	-2710.566985
44636	-3359.821029
44637	-3436.248255
44638	-3646.599948
44639	-3824.637836
44640	-3894.253273
44641	-3694.554465
44642	-3737.852494
44643	-3914.273736
44644	-4001.615506
44645	-4477.809523
44646	-4553.980956
44647	-4574.241623
44648	-4332.108782
44649	-4296.977705
44650	-4517.190617
44651	-4944.845359
44652	-5053.318149
44653	-5116.491022
44654	-5122.385882
44655	-5125.121476
44656	-5112.094787
44657	-5101.678028
44658	-5070.698504
44659	-4537.685172
44660	-72.273147
44661	74.845328
44662	186.523787
44663	138.794793
44664	97.776083
44665	135.179287
44666	246.231678
44667	268.275408
44668	308.282802
44669	222.176157
44670	255.548463
44671	239.053320
44672	242.580964
44673	247.368575
44674	295.438214
44675	330.938316
44676	342.604902
44677	338.317376
44678	360.305476
44679	397.284195
44680	480.668301
44681	518.181342
44682	646.253433
44683	772.709211
44684	935.584641
44685	1236.714075
44686	997.934579
44687	1357.163967
44688	917.138378
44689	646.344075
44690	527.839833
44691	505.459159
44692	583.139426
44693	682.587138
44694	631.514817
44695	624.807887
44696	374.846511
44697	287.621972
44698	-113.012163
44699	-708.969389
44700	-599.331824
44701	-1067.505421
44702	-3864.987847
44703	-3546.525377
44704	-3502.702354
44705	-3274.296627
44706	-2680.818281
44707	-813.262256
44708	847.291508
44709	939.653333
44710	738.146174
44711	845.159662
44712	813.530814
44713	162.662397
44714	-3319.058384
44715	-3259.952040
44716	-2705.099530
44717	-2865.023941
44718	-3385.515761
44719	-3685.393432
44720	-3854.748251
44721	-4006.315006
44722	-4054.967588
44723	-3804.922231
44724	-3764.718393
44725	-4038.709154
44726	-4179.074929
44727	-4438.807275
44728	-4549.355548
44729	-4587.486778
44730	-4347.210968
44731	-4440.367654
44732	-4850.970268
44733	-4927.742199
44734	-4993.319552
44735	-5100.989520
44736	-5126.812202
44737	-5111.774176
44738	-5112.408264
44739	-5077.644411
44740	-5138.085985
44741	-3449.022251
44742	-45.059969
44743	92.081534
44744	353.023438
44745	125.129442
44746	172.242402
44747	360.373952
44748	369.664323
44749	459.344163
44750	330.863450
44751	265.253704
44752	219.057724
44753	224.625571
44754	245.574171
44755	270.359983
44756	324.437387
44757	347.566754
44758	351.323601
44759	348.190179
44760	368.667703
44761	410.275816
44762	466.760233
44763	557.902050
44764	619.819392
44765	798.776985
44766	1195.340912
44767	1078.799162
44768	1017.388071
44769	1339.210752
44770	778.997495
44771	591.136293
44772	525.135069
44773	522.025222
44774	525.743108
44775	646.782329
44776	615.757030
44777	443.508418
44778	236.624542
44779	112.679168
44780	-628.651116
44781	-1122.486801
44782	-1113.333363
44783	-2646.166082
44784	-3941.380279
44785	-3651.833600
44786	-3467.544653
44787	-3342.300641
44788	-1943.885865
44789	482.887399
44790	922.731999
44791	654.698734
44792	741.021566
44793	1410.259727
44794	709.957364
44795	-3299.088296
44796	-2782.394664
44797	-2639.838967
44798	-3206.818111
44799	-3483.905267
44800	-3840.483779
44801	-3911.117236
44802	-4105.843380
44803	-4100.992770
44804	-3797.740455
44805	-3951.655492
44806	-4067.047472
44807	-4304.554112
44808	-4618.182379
44809	-4294.080564
44810	-4612.228652
44811	-4447.510626
44812	-4555.656562
44813	-4813.336923
44814	-4960.082406
44815	-5103.709447
44816	-5115.685366
44817	-5106.983166
44818	-5108.563721
44819	-5117.029422
44820	-5058.397436
44821	-5098.070202
44822	-2266.438990
44823	-32.292925
44824	125.027707
44825	126.125010
44826	170.487439
44827	491.844070
44828	394.020333
44829	414.244910
44830	404.238622
44831	298.073956
44832	242.949833
44833	215.904044
44834	255.168388
44835	271.363523
44836	305.007319
44837	350.225909
44838	370.449148
44839	365.242470
44840	357.751824
44841	380.217850
44842	424.430351
44843	492.704222
44844	579.975335
44845	664.556896
44846	985.060450
44847	1070.672796
44848	917.762169
44849	1292.271906
44850	858.336761
44851	633.134305
44852	573.041248
44853	527.188203
44854	537.642579
44855	621.104801
44856	624.518138
44857	544.838372
44858	265.765888
44859	104.950850
44860	-126.986559
44861	-945.208976
44862	-1479.872464
44863	-2096.971390
44864	-3830.574156
44865	-3969.243403
44866	-3708.720635
44867	-3257.378173
44868	-2939.779585
44869	-224.934377
44870	1112.384821
44871	856.453110
44872	271.979502
44873	1116.736962
44874	664.500910
44875	337.250852
44876	-3422.752224
44877	-3041.989963
44878	-2503.522403
44879	-2963.926783
44880	-3457.432189
44881	-3724.722174
44882	-3904.454873
44883	-3984.654029
44884	-4109.266097
44885	-4051.937668
44886	-4065.804574
44887	-4061.977412
44888	-4270.188189
44889	-4496.998975
44890	-4522.138398
44891	-4241.050152
44892	-4486.095178
44893	-4497.376121
44894	-4692.061670
44895	-4814.529695
44896	-5020.037123
44897	-5171.634784
44898	-5125.452194
44899	-5102.555893
44900	-5111.217962
44901	-5068.245233
44902	-5114.141973
44903	-4842.657400
44904	-1928.086226
44905	-45.822070
44906	165.612718
44907	168.294750
44908	502.772555
44909	319.870511
44910	406.087569
44911	394.988283
44912	315.423445
44913	268.556068
44914	201.719105
44915	236.423453
44916	273.063117
44917	292.836468
44918	348.464462
44919	386.300587
44920	378.172670
44921	355.383011
44922	370.997486
44923	406.518728
44924	451.627728
44925	516.420552
44926	591.068013
44927	750.569386
44928	992.641215
44929	912.744352
44930	975.939132
44931	1258.235940
44932	678.247372
44933	605.684831
44934	566.221894
44935	510.031339
44936	445.204279
44937	635.177690
44938	582.519102
44939	330.149149
44940	200.082661
44941	26.487643
44942	-779.240141
44943	-1472.816581
44944	-1851.445213
44945	-2739.605453
44946	-4075.796254
44947	-3948.334616
44948	-3411.888433
44949	-3249.343487
44950	-865.255577
44951	564.473608
44952	634.246148
44953	51.172848
44954	435.634555
44955	1231.326566
44956	839.504250
44957	-2916.338863
44958	-3263.069477
44959	-2678.406136
44960	-2783.393663
44961	-3316.152606
44962	-3414.264776
44963	-3785.050656
44964	-3997.075993
44965	-4170.097840
44966	-4085.356498
44967	-4062.249842
44968	-4161.598847
44969	-4090.605859
44970	-4430.835463
44971	-4588.046822
44972	-4476.276196
44973	-4847.829448
44974	-4523.713627
44975	-4551.105075
44976	-4690.362931
44977	-4908.636701
44978	-5091.573844
44979	-5116.691552
44980	-5095.770779
44981	-5095.339734
44982	-5114.952092
44983	-5098.101315
44984	-5019.099573
44985	-4643.884590
44986	-2401.034166
44987	-55.951794
44988	73.699202
44989	382.188229
44990	283.184833
44991	310.381272
44992	375.614922
44993	356.258606
44994	281.022608
44995	215.737360
44996	219.791525
44997	255.900571
44998	277.730619
44999	322.640724
45000	403.206510
45001	396.203697
45002	371.174472
45003	366.404251
45004	388.025713
45005	431.507516
45006	517.074403
45007	550.893909
45008	646.733248
45009	832.709333
45010	879.895707
45011	874.189032
45012	1397.422070
45013	798.204915
45014	643.619739
45015	590.443144
45016	531.967608
45017	479.968302
45018	572.417980
45019	595.397847
45020	476.314890
45021	214.202290
45022	61.044924
45023	-95.763827
45024	-1432.286577
45025	-1737.602679
45026	-2733.664411
45027	-3426.913648
45028	-4012.012048
45029	-3424.099689
45030	-3430.826482
45031	-562.783938
45032	211.078129
45033	448.243892
45034	476.869243
45035	329.268168
45036	1006.960010
45037	285.041705
45038	-3160.211082
45039	-2900.178645
45040	-2552.440045
45041	-3025.983347
45042	-3385.635396
45043	-3779.237123
45044	-3897.187093
45045	-4049.160093
45046	-4247.398245
45047	-4053.347980
45048	-4124.211287
45049	-4183.550451
45050	-4384.932745
45051	-4496.440725
45052	-4743.534879
45053	-4762.357166
45054	-4767.804591
45055	-4442.360478
45056	-4658.617533
45057	-4732.552383
45058	-4961.579592
45059	-5107.158839
45060	-5118.390744
45061	-5090.842652
45062	-5083.175522
45063	-5102.278441
45064	-5098.091879
45065	-4811.711353
45066	-4376.126316
45067	-2638.411067
45068	-46.646593
45069	107.935124
45070	237.749859
45071	242.715551
45072	327.597601
45073	329.662217
45074	324.574556
45075	269.380474
45076	197.965038
45077	233.212359
45078	264.867834
45079	294.542749
45080	375.095310
45081	421.671051
45082	403.753733
45083	365.786078
45084	380.164645
45085	408.724601
45086	490.662396
45087	584.843328
45088	631.174387
45089	719.421541
45090	784.564695
45091	826.973415
45092	987.552401
45093	962.402706
45094	771.915591
45095	668.602670
45096	560.728541
45097	483.789992
45098	501.641368
45099	606.056611
45100	510.279856
45101	314.461805
45102	108.040027
45103	-28.448132
45104	-949.107375
45105	-1918.085442
45106	-2394.044668
45107	-3378.897057
45108	-3965.126237
45109	-3461.905348
45110	-3380.727425
45111	-2964.185877
45112	-86.652757
45113	891.895405
45114	241.481703
45115	123.756646
45116	348.600565
45117	1337.495399
45118	407.232847
45119	-2729.465977
45120	-2925.473272
45121	-2996.347285
45122	-2930.161208
45123	-3191.679129
45124	-3400.463983
45125	-3812.314459
45126	-4054.072391
45127	-4273.698315
45128	-4353.327281
45129	-4093.485368
45130	-4052.347471
45131	-4211.864180
45132	-4559.198704
45133	-4607.344415
45134	-4807.932387
45135	-4951.580318
45136	-4513.244658
45137	-4558.417082
45138	-4678.716446
45139	-4823.167329
45140	-4996.803575
45141	-5084.656797
45142	-5096.533444
45143	-5076.213951
45144	-5078.159158
45145	-5097.312621
45146	-4963.919442
45147	-4704.045615
45148	-4086.449755
45149	-2233.286467
45150	16.824927
45151	126.309324
45152	183.751214
45153	249.453287
45154	297.457136
45155	363.471970
45156	288.885602
45157	221.321277
45158	231.817138
45159	248.447221
45160	276.857116
45161	332.168865
45162	476.896844
45163	439.201933
45164	400.596903
45165	376.048279
45166	406.127401
45167	460.555272
45168	580.941326
45169	599.250001
45170	661.195165
45171	715.618928
45172	743.991022
45173	800.291444
45174	1192.754391
45175	839.596478
45176	754.160287
45177	704.030129
45178	526.006625
45179	467.640437
45180	552.119966
45181	537.604604
45182	396.626809
45183	153.013507
45184	25.406086
45185	-274.556930
45186	-1739.966354
45187	-2133.270161
45188	-3018.715374
45189	-3788.187938
45190	-3585.712621
45191	-3244.376541
45192	-3149.917292
45193	-192.318552
45194	417.811006
45195	372.081525
45196	-45.711241
45197	202.893937
45198	734.569526
45199	407.096686
45200	-3015.422300
45201	-2745.597933
45202	-3268.967235
45203	-3024.264126
45204	-3098.591028
45205	-3120.890096
45206	-3538.965318
45207	-3903.650614
45208	-4171.238097
45209	-4397.428576
45210	-4193.889226
45211	-4165.309175
45212	-3941.579378
45213	-4364.763873
45214	-4609.537431
45215	-4651.947362
45216	-4848.289648
45217	-4997.858772
45218	-4520.549013
45219	-4624.066016
45220	-4901.020791
45221	-4885.310336
45222	-4966.071687
45223	-5040.291651
45224	-5064.581721
45225	-5049.824100
45226	-5063.921727
45227	-5029.464748
45228	-4861.000961
45229	-4511.924171
45230	-3602.436445
45231	-912.294802
45232	43.804528
45233	126.884307
45234	171.868171
45235	244.587926
45236	347.784822
45237	342.366949
45238	291.138473
45239	202.084996
45240	228.718453
45241	260.427107
45242	299.228723
45243	407.004766
45244	471.211857
45245	435.532591
45246	397.451996
45247	400.919356
45248	443.203204
45249	555.741858
45250	693.967844
45251	618.049814
45252	722.773574
45253	684.182226
45254	787.946183
45255	965.258224
45256	922.383509
45257	756.182258
45258	887.541559
45259	563.218050
45260	455.304005
45261	530.984912
45262	607.717990
45263	437.733551
45264	265.904108
45265	92.849602
45266	-90.211108
45267	-1144.280770
45268	-2111.907844
45269	-2620.493112
45270	-3426.743048
45271	-3682.613179
45272	-3180.047846
45273	-3008.412536
45274	-1720.100969
45275	314.578587
45276	834.370655
45277	146.584199
45278	-51.094810
45279	90.051411
45280	703.103382
45281	-2941.804110
45282	-3353.133221
45283	-3570.819200
45284	-3270.197084
45285	-3064.675864
45286	-3176.318831
45287	-3723.770031
45288	-4228.846364
45289	-4092.415872
45290	-4337.560295
45291	-4114.349786
45292	-4172.064926
45293	-4177.225366
45294	-4515.311380
45295	-4594.707151
45296	-4700.050668
45297	-4773.523098
45298	-5118.003338
45299	-4601.844601
45300	-4716.316985
45301	-4836.982817
45302	-4944.053674
45303	-4972.280732
45304	-5022.112050
45305	-5035.716809
45306	-5032.246103
45307	-5056.282502
45308	-4896.087367
45309	-4729.570659
45310	-4211.992299
45311	-3052.239209
45312	-734.211022
45313	51.950722
45314	148.521409
45315	172.066703
45316	313.413868
45317	414.094780
45318	330.048787
45319	225.650920
45320	222.302246
45321	249.178934
45322	281.127633
45323	351.534122
45324	459.001318
45325	469.446360
45326	479.844074
45327	392.397410
45328	459.779164
45329	567.190430
45330	693.196448
45331	748.687068
45332	686.810078
45333	685.570355
45334	727.909211
45335	755.280364
45336	1018.817197
45337	787.257177
45338	873.045416
45339	729.839903
45340	506.418002
45341	415.895025
45342	670.165090
45343	503.476554
45344	390.280650
45345	145.158151
45346	15.570777
45347	-651.685077
45348	-1816.292545
45349	-2313.054646
45350	-3020.753225
45351	-3745.854856
45352	-3188.995629
45353	-3120.148536
45354	-3007.668817
45355	-128.477497
45356	269.619008
45357	217.333743
45358	-656.048455
45359	-280.021699
45360	133.432196
45361	311.339885
45362	-3210.348232
45363	-3108.993235
45364	-3482.883395
45365	-3662.883279
45366	-3308.270245
45367	-3055.770168
45368	-3541.928484
45369	-3754.329585
45370	-4307.784855
45371	-4181.374523
45372	-4358.693013
45373	-4100.034740
45374	-4331.702555
45375	-4307.439086
45376	-4568.790265
45377	-4553.320629
45378	-4713.320363
45379	-5063.133374
45380	-4639.639991
45381	-4535.936433
45382	-4759.089796
45383	-4761.906757
45384	-5042.113696
45385	-4995.792950
45386	-4975.002287
45387	-5022.091145
45388	-5002.135050
45389	-4946.721545
45390	-4799.320775
45391	-4552.542890
45392	-3850.558773
45393	-2673.944961
45394	-507.527155
45395	73.470473
45396	118.517662
45397	246.899566
45398	383.296177
45399	354.031430
45400	299.203542
45401	187.113046
45402	255.161926
45403	278.281619
45404	310.773404
45405	465.694457
45406	463.496963
45407	490.769695
45408	436.490949
45409	437.315395
45410	552.348820
45411	694.153311
45412	1019.471940
45413	685.824728
45414	676.745067
45415	652.235886
45416	713.539957
45417	989.370458
45418	809.403133
45419	884.822791
45420	726.781301
45421	607.850940
45422	453.483597
45423	520.922338
45424	561.772546
45425	441.673336
45426	201.902014
45427	139.689393
45428	-115.070589
45429	-1439.502397
45430	-2064.619824
45431	-2633.961692
45432	-3663.105605
45433	-3217.691471
45434	-3108.776166
45435	-3342.253225
45436	-896.148338
45437	949.089143
45438	474.739186
45439	-390.340886
45440	-830.727585
45441	-165.533354
45442	422.040409
45443	-3684.762143
45444	-3420.297678
45445	-3392.023772
45446	-3669.606595
45447	-3573.549549
45448	-3210.789772
45449	-3379.309348
45450	-3581.745637
45451	-3901.179238
45452	-4179.397221
45453	-4250.223759
45454	-4223.072221
45455	-4250.424135
45456	-4149.835412
45457	-4448.229174
45458	-4540.343533
45459	-4514.760701
45460	-4847.459513
45461	-4997.785511
45462	-4441.698129
45463	-4777.341550
45464	-4785.931275
45465	-4849.648486
45466	-4888.188087
45467	-4911.114350
45468	-4985.411219
45469	-5000.895964
45470	-4963.315296
45471	-4823.424549
45472	-4687.075524
45473	-4268.697788
45474	-3606.860937
45475	-2675.110530
45476	-30.034386
45477	55.163823
45478	178.099256
45479	343.728250
45480	370.729312
45481	289.618884
45482	226.753175
45483	253.508362
45484	286.658323
45485	286.559811
45486	371.419379
45487	495.893116
45488	478.784280
45489	505.516567
45490	421.589936
45491	548.413293
45492	700.734721
45493	872.855325
45494	791.512692
45495	651.310951
45496	597.161250
45497	646.426035
45498	824.151880
45499	927.444803
45500	975.219425
45501	763.313483
45502	611.487697
45503	510.633890
45504	360.601659
45505	570.400415
45506	550.570518
45507	342.904583
45508	244.984060
45509	84.198472
45510	-640.668457
45511	-1830.875812
45512	-2220.105909
45513	-3343.031773
45514	-3408.710874
45515	-2983.417900
45516	-2976.234876
45517	-3581.734605
45518	592.513873
45519	87.771682
45520	48.100861
45521	-545.741123
45522	-575.583764
45523	-0.756193
45524	-3062.653222
45525	-3213.225200
45526	-3453.593914
45527	-3623.787415
45528	-3445.106229
45529	-3284.963037
45530	-3531.881161
45531	-3683.859081
45532	-4074.608686
45533	-4097.968112
45534	-4243.760867
45535	-3978.032527
45536	-4416.572887
45537	-4267.337409
45538	-4399.022746
45539	-4506.713266
45540	-4538.850525
45541	-4922.557973
45542	-5229.338004
45543	-4364.795064
45544	-4625.392397
45545	-4709.773962
45546	-4796.533131
45547	-4821.017747
45548	-4893.610634
45549	-4983.131290
45550	-4932.091388
45551	-4859.516049
45552	-4738.747278
45553	-4544.958101
45554	-4082.891725
45555	-3381.063231
45556	-2392.808073
45557	29.199696
45558	123.834533
45559	264.188346
45560	397.731265
45561	311.188139
45562	211.235827
45563	198.840997
45564	275.563889
45565	293.552516
45566	308.034447
45567	380.662665
45568	450.375764
45569	515.446238
45570	432.259693
45571	541.521620
45572	706.305547
45573	1203.039056
45574	759.634744
45575	632.584982
45576	564.974703
45577	581.760614
45578	679.746265
45579	973.991353
45580	962.305800
45581	817.808076
45582	671.571746
45583	500.515907
45584	472.787187
45585	404.331275
45586	512.110201
45587	439.805457
45588	305.402320
45589	188.808665
45590	-35.050906
45591	-1392.607757
45592	-2021.165443
45593	-2536.668636
45594	-3880.165589
45595	-2934.606700
45596	-2973.684272
45597	-3908.466386
45598	-138.304036
45599	437.491946
45600	286.612012
45601	-339.327996
45602	-273.523002
45603	-391.153420
45604	143.428731
45605	-3462.441133
45606	-2804.879734
45607	-3308.977487
45608	-3504.133396
45609	-3623.570060
45610	-3421.580858
45611	-3374.054081
45612	-3497.540354
45613	-3877.828521
45614	-4171.751645
45615	-4036.790124
45616	-4171.756207
45617	-4234.375771
45618	-3723.818144
45619	-4398.005219
45620	-4397.525671
45621	-4436.223508
45622	-4532.501081
45623	-4998.427422
45624	-4982.818211
45625	-4055.243346
45626	-4596.884605
45627	-4820.045438
45628	-4819.396052
45629	-4792.716216
45630	-4960.011487
45631	-4948.722241
45632	-4901.014724
45633	-4777.430771
45634	-4618.893785
45635	-4363.332911
45636	-3898.308990
45637	-3268.350865
45638	-1114.149416
45639	63.670229
45640	161.073090
45641	344.554882
45642	350.464686
45643	239.907214
45644	178.943525
45645	314.710748
45646	291.099151
45647	298.750029
45648	325.109117
45649	392.870447
45650	465.448001
45651	522.770865
45652	474.796981
45653	789.229522
45654	919.971499
45655	839.690185
45656	634.346307
45657	541.700910
45658	540.998749
45659	587.421368
45660	784.802299
45661	858.053889
45662	841.904658
45663	722.905013
45664	568.866856
45665	481.961640
45666	414.602975
45667	460.003854
45668	606.910505
45669	290.542299
45670	288.350193
45671	130.929165
45672	-422.196834
45673	-1684.771440
45674	-2217.349554
45675	-3394.491624
45676	-3050.537044
45677	-2830.685606
45678	-3559.271127
45679	-2700.613875
45680	691.472152
45681	84.633212
45682	158.051673
45683	-491.141587
45684	-54.446108
45685	-175.553895
45686	-3599.317537
45687	-3123.196823
45688	-3233.966379
45689	-3396.855889
45690	-3635.449797
45691	-3612.603629
45692	-3441.657213
45693	-3520.122814
45694	-3709.289522
45695	-3874.620669
45696	-4324.158339
45697	-4105.098060
45698	-4343.273912
45699	-4468.069996
45700	-4417.880717
45701	-4439.133239
45702	-4433.180732
45703	-4127.072964
45704	-4715.910086
45705	-4890.915594
45706	-4694.381951
45707	-4549.562604
45708	-4773.990548
45709	-4731.258964
45710	-4674.627016
45711	-4839.254300
45712	-4942.138903
45713	-4916.253431
45714	-4837.672675
45715	-4663.245163
45716	-4499.156579
45717	-4188.200099
45718	-3752.995411
45719	-3118.754227
45720	-95.504958
45721	76.500830
45722	232.278111
45723	386.503891
45724	272.716123
45725	188.301694
45726	264.131545
45727	369.535644
45728	329.490276
45729	330.284947
45730	366.984917
45731	412.476413
45732	492.073055
45733	489.009052
45734	625.816758
45735	1186.666974
45736	958.458963
45737	638.865749
45738	536.831330
45739	502.478153
45740	530.686954
45741	639.593458
45742	923.419351
45743	874.382405
45744	740.772230
45745	627.900773
45746	470.041232
45747	470.295927
45748	405.949676
45749	481.808820
45750	441.147924
45751	463.084233
45752	199.955527
45753	8.193049
45754	-1290.537938
45755	-1910.608697
45756	-2200.352941
45757	-3011.950885
45758	-2695.573824
45759	-3113.392156
45760	-3618.595199
45761	-463.179079
45762	-135.000102
45763	146.173661
45764	-389.088585
45765	-280.119472
45766	-25.755650
45767	-3438.701473
45768	-2779.785617
45769	-3457.903165
45770	-3557.700540
45771	-3680.983256
45772	-3610.601000
45773	-3578.548458
45774	-3628.460640
45775	-3581.596378
45776	-3916.266151
45777	-4233.529530
45778	-4157.442261
45779	-4538.963488
45780	-4504.858031
45781	-4687.027175
45782	-4385.816659
45783	-4418.720695
45784	-4374.305344
45785	-4725.545978
45786	-5140.523464
45787	-4491.572848
45788	-4503.610693
45789	-4868.160420
45790	-4751.134946
45791	-4625.272603
45792	-4891.714739
45793	-4853.890036
45794	-4873.611725
45795	-4733.188884
45796	-4533.507968
45797	-4360.006388
45798	-4002.169031
45799	-3662.577695
45800	-2479.835124
45801	20.928971
45802	135.833498
45803	306.486622
45804	341.416100
45805	192.794224
45806	285.873715
45807	366.915907
45808	367.586422
45809	358.631902
45810	349.185700
45811	404.063996
45812	451.609783
45813	505.726976
45814	477.551692
45815	808.506950
45816	900.366198
45817	758.405667
45818	548.601036
45819	471.455143
45820	493.044954
45821	545.237704
45822	858.151381
45823	845.484623
45824	741.597401
45825	655.607399
45826	541.542377
45827	460.719918
45828	464.207951
45829	449.262877
45830	525.672258
45831	365.209943
45832	282.723750
45833	154.004028
45834	-355.151989
45835	-1326.359849
45836	-1498.976321
45837	-2346.672905
45838	-2698.908433
45839	-2566.365397
45840	-3630.157567
45841	-2320.370211
45842	-170.152408
45843	-196.623997
45844	-175.891990
45845	-306.632431
45846	-120.852101
45847	165.787129
45848	-3356.231985
45849	-3029.066446
45850	-3081.428622
45851	-3544.651663
45852	-3699.449681
45853	-3758.441352
45854	-3660.902570
45855	-3553.416235
45856	-3793.891108
45857	-3772.599639
45858	-3862.574171
45859	-4100.602183
45860	-4448.392745
45861	-4518.707788
45862	-4598.257609
45863	-4592.059300
45864	-4410.999837
45865	-4421.048976
45866	-4469.912026
45867	-4622.377656
45868	-5115.558411
45869	-4554.887980
45870	-4390.388729
45871	-4746.806385
45872	-4673.929230
45873	-4739.567747
45874	-4758.046527
45875	-4842.725370
45876	-4788.425067
45877	-4619.672292
45878	-4426.931335
45879	-4135.923529
45880	-3878.465063
45881	-3361.895790
45882	-1486.230913
45883	50.064939
45884	236.386707
45885	354.008130
45886	175.989933
45887	250.277849
45888	338.658309
45889	440.492351
45890	403.250244
45891	389.691808
45892	371.975464
45893	432.831804
45894	484.488838
45895	519.135095
