"HID","probs","pred_labels"
75,1.79948770128267e-05,0
76,1.91318480450191e-06,0
77,2.65066888772718e-07,0
78,1.17964369778474e-07,0
79,2.20422338327037e-07,0
80,3.62552279471322e-06,0
81,0.00074987466452642,0
82,0.00278657255414188,0
156,1.50485799239417e-05,0
157,2.30001055528561e-06,0
158,1.92191669148731e-07,0
159,7.1691922708039e-08,0
160,4.89252142578621e-07,0
161,3.95423145096375e-05,0
162,0.000634138282280842,0
238,6.70974793546045e-05,0
239,6.085124791548e-07,0
240,4.85006358176085e-08,0
241,4.19148856266371e-08,0
242,7.82201276738519e-07,0
243,0.000262861279486292,0
255,1.12929682440313e-12,0
320,2.02222969806935e-05,0
321,3.53933264971973e-07,0
322,2.17215352900022e-08,0
323,7.48526624814027e-08,0
324,6.45516933831237e-06,0
325,0.000167281503557767,0
335,2.29298504295689e-12,0
336,8.26551240535165e-13,0
401,3.3924804904709e-06,0
402,7.18625593593475e-08,0
403,3.12481024292812e-08,0
404,1.84679803236249e-07,0
405,1.64574488011724e-05,0
406,0.0014841850653117,0
410,5.35840431314487e-09,0
412,2.73596921335544e-10,0
416,4.66751450145511e-12,0
417,4.21493079318652e-12,0
418,8.98715635697226e-13,0
421,2.22044604925031e-16,0
483,3.39726750627639e-06,0
484,4.60331625092986e-08,0
485,7.27138715858726e-08,0
486,5.3132798783771e-06,0
487,0.000658993927492028,0
493,2.01103698332511e-09,0
494,9.00213585451634e-10,0
498,7.62564152199965e-12,0
499,4.16815430357004e-12,0
502,1.78379309828975e-13,0
503,2.22044604925031e-16,0
564,5.88411654714413e-05,0
565,1.0368317054256e-06,0
566,2.77452500071304e-07,0
567,4.59768105468136e-07,0
568,3.9842736019753e-05,0
573,5.87094732698417e-09,0
574,4.34371037021718e-09,0
575,9.22678675448352e-10,0
578,1.41676991160053e-11,0
579,1.24159218989948e-11,0
580,4.51762489868139e-12,0
582,3.82141526664223e-13,0
583,1.4990411856118e-13,0
645,6.67777593420755e-05,0
646,9.02830140752391e-07,0
647,9.45415749611846e-07,0
648,1.07806600286178e-05,0
649,0.0013782911069659,0
