"HID","probs","pred_labels"
75,8.28753883435919e-09,0
76,5.34895471474521e-08,0
77,3.16826385091505e-08,0
78,3.51436835216266e-08,0
79,1.87715772217452e-07,0
80,5.82384470465806e-06,0
81,0.00146936981636236,0
82,0.00027122650759214,0
156,1.44324425726138e-08,0
157,1.64624083754527e-08,0
158,2.23091873498923e-08,0
159,3.99353583747775e-08,0
160,6.13219951908708e-07,0
161,7.13344298503748e-05,0
162,0.000554565088044967,0
238,1.42188413143545e-08,0
239,1.71675088165683e-08,0
240,1.28141447470307e-08,0
241,3.48199599428572e-08,0
242,1.5244219130779e-06,0
243,0.000877409704517319,0
255,7.2152156292871e-08,0
320,1.50552780303221e-08,0
321,1.10392426958291e-08,0
322,8.73100549385423e-09,0
323,1.04278349737731e-07,0
324,1.83767010866155e-05,0
325,0.000290607210063564,0
335,2.58401669811968e-07,0
336,2.30713350559088e-08,0
401,2.78868084674991e-08,0
402,1.12134998941283e-08,0
403,2.11402033502728e-08,0
404,4.22202700114273e-07,0
405,6.68416420380846e-05,0
406,0.000674170298921805,0
410,0.998885999531597,1
412,0.0160121495279168,0
416,4.17448507184153e-07,0
417,4.73817378979529e-08,0
418,1.07004396752342e-08,0
421,8.42535784439787e-11,0
483,2.85119458927158e-08,0
484,1.27258201681897e-08,0
485,1.18159781753323e-07,0
486,1.38554622776531e-05,0
487,0.000461189247528882,0
493,0.0124459837011849,0
494,0.000373287094702987,0
498,1.61135625335671e-07,0
499,3.42186574481823e-08,0
502,8.93611085698673e-11,0
503,1.69658895791071e-11,0
564,2.4585819922641e-08,0
565,2.84437856873266e-08,0
566,7.74742219220976e-08,0
567,1.04095663667847e-06,0
568,5.60562209034647e-05,0
573,0.15181214940895,0
574,0.000248981381731682,0
575,2.48399502880888e-05,0
578,3.4390737210734e-07,0
579,8.52086263886073e-08,0
580,1.22418708041876e-08,0
582,1.24569078088446e-10,0
583,1.30810265970657e-11,0
645,5.94846931461127e-08,0
646,5.47783197747016e-08,0
647,6.43285436156388e-07,0
648,2.84621939986465e-05,0
649,0.000332960129401551,0
654,0.535499990707464,1
655,0.000507614276284083,0
656,3.26077594059451e-05,0
657,5.13650947249577e-06,0
660,1.27369667854765e-07,0
661,3.5294170231343e-08,0
663,3.5362236164501e-10,0
664,1.64741461439993e-11,0
665,2.16833712824284e-12,0
666,1.23011166613901e-12,0
727,3.05485706307887e-07,0
728,3.57010006322502e-07,0
729,2.99150295998333e-06,0
730,3.74867409859296e-05,0
736,0.000901604287178822,0
737,4.0993416149983e-05,0
738,7.57292480634203e-06,0
741,2.47233416599016e-07,0
742,8.41472703912836e-08,0
745,3.03788996445696e-11,0
746,3.51979059465347e-12,0
747,4.83267047833121e-13,0
748,4.12020818684253e-13,0
809,1.39163545118976e-06,0
810,3.12754078744503e-05,0
811,1.39462914701362e-05,0
816,0.657751126084025,1
817,0.000430468452917419,0
818,1.49259865978064e-05,0
819,4.05189182572315e-06,0
822,9.45026758946483e-08,0
823,2.22580439791576e-08,0
825,5.54684619694115e-11,0
826,4.9490708918084e-12,0
827,4.80257302150419e-13,0
828,1.57927569957136e-13,0
829,2.75959837902825e-13,0
889,6.41667375338553e-07,0
890,1.43797683290518e-06,0
891,4.07375772160701e-06,0
892,1.96003603776723e-05,0
898,0.00521097604078415,0
899,2.66085968380003e-05,0
900,8.43547531659607e-06,0
901,4.15737982529972e-06,0
904,3.09564514469098e-08,0
905,5.07468420108601e-09,0
906,1.87354165201965e-10,0
907,1.10025402795525e-11,0
908,6.16307850314995e-13,0
909,1.10632875068875e-13,0
910,2.22044604925031e-16,0
911,2.77878638191807e-13,0
972,1.5488406288338e-06,0
973,4.40291060027555e-06,0
979,0.536374333989245,1
980,0.000192641414590529,0
981,2.34976004776815e-05,0
982,7.96038220401019e-06,0
983,1.04547461925528e-06,0
985,5.42528201478714e-08,0
986,9.17201781610767e-09,0
987,3.89778418003565e-10,0
988,2.60233114034521e-11,0
989,1.50559162923591e-12,0
990,1.63805278398045e-13,0
991,2.22044604925031e-16,0
992,2.22044604925031e-16,0
1060,0.00206402530946131,0
1061,5.50747245260686e-05,0
1062,1.72293165753165e-05,0
1063,4.09685444458928e-06,0
1064,4.93305282039262e-07,0
1065,6.54285319105792e-08,0
1066,2.39297449187828e-08,0
1067,2.60979383633183e-09,0
1068,5.92358884324268e-11,0
1069,3.39285307682711e-12,0
1070,1.89875747199034e-13,0
1071,2.22044604925031e-16,0
1072,2.22044604925031e-16,0
1073,2.22044604925031e-16,0
1141,0.182531644377829,0
1142,0.000192624692341002,0
1143,3.62194655895532e-05,0
1144,8.87238034962261e-06,0
1145,8.41217746909054e-07,0
1146,1.95401936594221e-07,0
1147,5.01364223686961e-08,0
1148,6.56311233428046e-09,0
1149,2.39080330928831e-10,0
1150,7.56457403266886e-12,0
1151,4.97880250657698e-13,0
1152,2.22044604925031e-16,0
1153,2.22044604925031e-16,0
1154,2.22044604925031e-16,0
1155,2.22044604925031e-16,0
1188,2.22044604925031e-16,0
1222,0.978799542401637,1
1223,0.00424853114631961,0
1224,0.000119183847940691,0
1225,2.74590230048077e-05,0
1226,5.05118362344996e-06,0
1227,4.2397931634874e-07,0
1228,9.47164108442039e-08,0
1229,2.72119444360401e-08,0
1230,1.6314333316574e-09,0
1231,3.17978009947409e-11,0
1232,9.54582548703648e-13,0
1233,2.22044604925031e-16,0
1234,2.22044604925031e-16,0
1235,2.22044604925031e-16,0
1236,2.22044604925031e-16,0
1237,2.22044604925031e-16,0
1270,2.22044604925031e-16,0
1303,0.10608369989359,0
1304,0.000552951037511224,0
1305,6.07697706861263e-05,0
1306,1.02081649401671e-05,0
1307,1.10201690984835e-06,0
1308,1.49921375638756e-07,0
1309,6.40629669463777e-08,0
1310,6.80002482689405e-09,0
1311,1.28711756755694e-10,0
1312,3.807808538435e-12,0
1313,1.69855750299747e-13,0
1314,2.22044604925031e-16,0
1315,2.22044604925031e-16,0
1316,2.22044604925031e-16,0
1317,2.22044604925031e-16,0
1348,2.22044604925031e-16,0
1350,2.22044604925031e-16,0
1384,0.863195804179849,1
1385,0.00747376941218511,0
1386,0.000216331089172264,0
1387,4.59761283298441e-05,0
