"HID","probs","pred_labels"
75,6.01516667343486e-09,0
76,3.78821380704261e-08,0
77,2.09046373577967e-08,0
78,2.23491506935155e-08,0
79,1.19616945675832e-07,0
80,3.8374663061712e-06,0
81,0.00104086818068112,0
82,0.000196694209244156,0
156,1.04663769895722e-08,0
157,1.15978504656645e-08,0
158,1.45718730289027e-08,0
159,2.47125572540173e-08,0
160,3.94233410645024e-07,0
161,4.80933157383813e-05,0
162,0.00039023531813512,0
238,1.10825445219636e-08,0
239,1.13642572911281e-08,0
240,7.81857646557678e-09,0
241,2.12715739304676e-08,0
242,9.76097513702451e-07,0
243,0.000616484520922613,0
255,2.86110040204537e-08,0
320,1.08072239200996e-08,0
321,7.12806689591877e-09,0
322,5.23611328897347e-09,0
323,6.44401829825224e-08,0
324,1.2195875046498e-05,0
325,0.000203206777206687,0
335,1.04943748395437e-07,0
336,9.25850159070926e-09,0
401,1.88921483731675e-08,0
402,6.99384566805549e-09,0
403,1.2942844796457e-08,0
404,2.64527628182205e-07,0
405,4.54757649424057e-05,0
406,0.000480170817779624,0
410,0.996989306466156,1
412,0.00677676274462789,0
416,1.71352850190513e-07,0
417,2.04758005129132e-08,0
418,4.27325597226651e-09,0
421,3.18359290064253e-11,0
483,1.93432483391636e-08,0
484,7.75768509655482e-09,0
485,7.3192039522916e-08,0
486,9.45271847288504e-06,0
487,0.000337576547908352,0
493,0.00568663625980754,0
494,0.000173522848703345,0
498,6.97474628639253e-08,0
499,1.48063752060337e-08,0
502,3.57315520577095e-11,0
503,6.31962869639133e-12,0
564,1.79237825412637e-08,0
565,1.82580487656929e-08,0
566,4.95995479738487e-08,0
567,6.5964350797752e-07,0
568,3.96670221236582e-05,0
573,0.0738426553015586,0
574,0.000124140423455233,0
575,1.18907526626911e-05,0
578,1.48524520083082e-07,0
579,3.88073633759259e-08,0
580,5.34690754455065e-09,0
582,5.10353935394522e-11,0
583,5.4293185272926e-12,0
645,4.12899182268919e-08,0
646,3.39640652057753e-08,0
647,4.01538563673874e-07,0
648,1.91823696878908e-05,0
649,0.000248928454338885,0
654,0.338986511542235,1
655,0.000265253955082818,0
656,1.72475888958209e-05,0
657,2.53566634622692e-06,0
660,5.81953784695217e-08,0
661,1.6177396624256e-08,0
663,1.52280880420995e-10,0
664,7.11164608606111e-12,0
665,8.81007179226112e-13,0
666,4.34659530470392e-13,0
727,2.07093189170774e-07,0
728,2.28017200390503e-07,0
729,1.9515920351009e-06,0
730,2.68345224429871e-05,0
736,0.000483364227111861,0
737,2.31042460538453e-05,0
738,3.99156450825416e-06,0
741,1.12215133289091e-07,0
742,3.99796267082809e-08,0
745,1.32507669413419e-11,0
746,1.52653544069814e-12,0
747,1.93048575995806e-13,0
748,1.45309643946359e-13,0
809,9.61141268654718e-07,0
810,2.085773251333e-05,0
811,9.78611551892813e-06,0
816,0.466965668822987,1
817,0.000236998912980693,0
818,8.51769581699063e-06,0
819,2.15484695454192e-06,0
822,4.51349415412566e-08,0
823,1.06014933271299e-08,0
825,2.51993197223575e-11,0
826,2.18931389278709e-12,0
827,2.01208930646214e-13,0
828,2.22044604925031e-16,0
829,2.22044604925031e-16,0
889,4.60678439886301e-07,0
890,9.77941464217982e-07,0
891,2.77983890733651e-06,0
892,1.43058761133589e-05,0
898,0.00275028387332634,0
899,1.56666025778007e-05,0
900,4.71012870066501e-06,0
901,2.1547114206245e-06,0
904,1.50915211858349e-08,0
905,2.40789664053397e-09,0
906,8.6202829287484e-11,0
907,4.96877741697546e-12,0
908,2.65807466202559e-13,0
909,2.22044604925031e-16,0
910,2.22044604925031e-16,0
911,2.22044604925031e-16,0
972,1.0653669116003e-06,0
