"HID","probs","pred_labels"
75,8.76270584027946e-06,0
76,8.87075213195816e-07,0
77,1.16114195556762e-07,0
78,5.11935288142357e-08,0
79,9.82328474557293e-08,0
80,1.74042008850394e-06,0
81,0.000418136514450665,0
82,0.00159018660643195,0
156,7.3191631315422e-06,0
157,1.07521324019778e-06,0
158,8.43300558158972e-08,0
159,3.05363930954334e-08,0
160,2.22926902342728e-07,0
161,2.03269689958341e-05,0
162,0.000347069994432843,0
238,3.46221465375268e-05,0
239,2.7181956378423e-07,0
240,2.01825292224712e-08,0
241,1.76651238220265e-08,0
242,3.61116225073928e-07,0
243,0.000143474192999288,0
255,2.82164508411777e-13,0
320,9.96719336461538e-06,0
321,1.55406971980115e-07,0
322,8.89595134415511e-09,0
323,3.2322725520979e-08,0
324,3.19342552309375e-06,0
325,8.87957874731754e-05,0
335,5.89016686154773e-13,0
336,2.09063860820225e-13,0
401,1.57315658887758e-06,0
402,3.03461609607764e-08,0
403,1.30827237416185e-08,0
404,8.18496172803577e-08,0
405,8.28521787013229e-06,0
406,0.000834065531845394,0
410,1.66246567721594e-09,0
412,8.15498027845961e-11,0
416,1.21585448943868e-12,0
417,1.14791221522425e-12,0
418,2.28017659947367e-13,0
421,2.22044604925031e-16,0
483,1.58593615664988e-06,0
484,1.90524746351471e-08,0
485,3.11385376380688e-08,0
486,2.59945220489595e-06,0
487,0.000368107935404712,0
493,6.53804650506528e-10,0
494,2.87990209248663e-10,0
498,2.10023795474913e-12,0
499,1.1500041170514e-12,0
502,2.22044604925031e-16,0
503,2.22044604925031e-16,0
564,2.9406008422862e-05,0
565,4.61048809738584e-07,0
566,1.22714526592627e-07,0
567,2.05071339066047e-07,0
568,2.04739379684259e-05,0
573,1.95957657552819e-09,0
574,1.49219252661268e-09,0
575,3.0026829328074e-10,0
578,3.94308317772853e-12,0
579,3.63816899260021e-12,0
580,1.25848302705423e-12,0
582,9.67205840715725e-14,0
583,2.22044604925031e-16,0
645,3.29418283438914e-05,0
646,3.94786056287052e-07,0
647,4.21683108637895e-07,0
648,5.20910532659201e-06,0
649,0.000773939533111954,0
654,4.22691828929211e-09,0
655,5.94860413783680e-09,0
656,2.67383408139474e-09,0
657,4.60051275016274e-10,0
660,6.75297772732847e-12,0
661,3.34829339549249e-12,0
663,4.15240780321004e-13,0
664,1.09356123487601e-13,0
665,2.22044604925031e-16,0
666,2.22044604925031e-16,0
727,2.61747719440564e-05,0
728,5.86413960033129e-06,0
729,6.33776813407401e-06,0
730,0.000158200447306059,0
736,2.14004559018597e-08,0
737,1.23764541186149e-08,0
738,1.81636384246504e-09,0
741,1.35309502406822e-11,0
742,9.33084655113304e-12,0
745,1.98951176758424e-13,0
746,2.22044604925031e-16,0
747,2.22044604925031e-16,0
748,2.22044604925031e-16,0
809,8.66879120320193e-05,0
810,4.82996073607628e-05,0
811,0.000169998414863096,0
816,1.09731602323872e-08,0
817,2.35356455257025e-08,0
818,9.7950777087145e-09,0
819,1.61719855412479e-09,0
